label,duration,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,file,strain
flat-mz,0.0988,46300,,,39000,39000,39000,38500,39000,41900,44400,T0000141,SD
flat-mz,0.0629,38500,39000,,,42400,42400,42900,42900,,38000,T0000141,SD
flat-mz,0.0645,48800,50200,51700,52200,52700,52200,52700,53700,55100,,T0000141,SD
flat-mz,0.0732,46300,46800,46300,45400,44900,44400,44900,45400,46300,47300,T0000141,SD
flat-mz,0.1239,36100,38000,38000,38000,38000,38500,41500,41500,37500,,T0000141,SD
flat-mz,0.0988,37100,38000,39000,39000,39000,41900,41900,41900,41500,37500,T0000141,SD
flat-mz,0.3169,36100,37100,37500,37500,41000,42900,,36100,37100,,T0000141,SD
flat-mz,0.108,,38500,,40500,41000,41500,41500,41500,41500,,T0000141,SD
flat-mz,0.1141,,38500,41500,41000,40000,39000,38500,38500,40000,41000,T0000141,SD
flat-mz,0.0655,,,,,48300,47800,48300,47800,48300,,T0000141,SD
flat-mz,0.0204,52200,51200,50700,50200,49300,49300,49300,49300,48800,46800,T0000141,SD
flat-mz,0.0798,39500,40500,42900,,40000,39500,38500,38500,38000,37100,T0000141,SD
flat-mz,0.0768,54600,56600,57600,57100,57100,58100,58500,58500,58500,58100,T0000141,SD
flat-mz,0.0558,,57100,56600,,,,,59500,59500,59000,T0000141,SD
flat-mz,0.1146,37500,38500,38000,37500,38000,42900,,37500,37500,37100,T0000141,SD
flat-mz,0.0691,43900,45400,46300,45800,44900,44400,43900,43900,42900,42900,T0000141,SD
flat-mz,0.0614,,,,,,,,,,,T0000141,SD
flat-z,0.0983,37100,37100,36600,42400,42400,43400,,38000,38000,37100,T0000141,SD
flat-z,0.1392,36600,37500,44900,45800,37500,39000,39500,39000,39000,39500,T0000141,SD
flat-z,0.0885,45800,,,38000,38000,37500,38000,38500,41000,41000,T0000141,SD
flat-mz,0.1361,38500,41500,41900,39500,39000,38000,38500,39500,41900,36600,T0000141,SD
flat-mz,0.2022,,36100,37500,38000,41000,40500,42900,43400,43400,,T0000141,SD
flat-mz,0.5678,37500,39500,38000,,38500,37100,38000,37500,37500,,T0000141,SD
flat-mz,0.2411,44400,44400,42400,41000,,37500,40000,42900,39000,,T0000141,SD
flat-mz,0.47,36100,37100,36600,37100,36600,36100,37100,38000,41900,44900,T0000141,SD
flat,0.1095,,47800,46300,46300,45800,44400,43900,43900,,,T0000141,SD
flat,0.0901,,43400,,,,,,,,,T0000141,SD
flat,0.0302,49300,48800,48800,48300,48800,48800,49300,48800,47300,37500,T0000141,SD
flat,0.0778,,48300,48300,49300,,49300,48800,48800,48300,48300,T0000141,SD
flat,0.0501,40000,41000,42900,,40500,43400,43400,43400,43900,,T0000141,SD
flat,0.0593,39000,39500,39500,39000,38500,38000,37500,37500,37500,37100,T0000141,SD
flat,0.0271,,,,43400,,44400,,,,,T0000141,SD
flat,0.1233,37100,38500,38000,37500,37500,36600,36600,36600,37100,38500,T0000141,SD
flat,0.0665,,,,37100,,37100,37100,38000,37500,37100,T0000141,SD
flat,0.1372,,44900,44900,,42900,,44900,45400,44900,,T0000141,SD
flat,0.2319,37500,,37100,,37100,37500,38000,37100,37100,35600,T0000141,SD
flat,0.0419,36100,36600,37100,37100,37100,37100,36600,36600,36600,37100,T0000141,SD
flat,0.1157,36600,,36600,38000,37500,37500,38000,37500,37100,36600,T0000141,SD
flat,0.0337,,39000,38500,38500,38500,38000,38000,38000,38000,,T0000141,SD
flat,0.1223,36600,38000,38000,38000,38000,38000,38000,38500,38500,,T0000141,SD
flat,0.2488,,37500,38000,38500,38500,38000,38000,,35100,35100,T0000141,SD
flat,0.1408,,39500,39000,38500,38500,,,,37500,,T0000141,SD
flat,0.087,36600,36600,36100,35600,36100,36100,36100,36600,37100,,T0000141,SD
flat,0.0803,36600,36600,36100,35600,35600,35600,35600,36100,36100,35600,T0000141,SD
flat,0.0537,,36100,36100,36100,35600,35100,35100,,35600,,T0000141,SD
flat,0.0532,,39500,,,38000,,37500,37100,37100,37100,T0000141,SD
flat,0.108,38000,37500,36600,36600,36600,36600,37100,,37100,35600,T0000141,SD
flat,0.1121,,35600,35600,35600,35600,36100,36100,36100,36100,,T0000141,SD
flat,0.4244,,34600,35600,35100,34100,34600,,36100,35600,,T0000141,SD
flat,0.109,,36600,36100,36100,36100,36100,36100,36600,36600,36100,T0000141,SD
flat,0.0322,,,,33200,33600,33600,33600,33200,,,T0000141,SD
flat,0.0896,37100,37500,37100,37100,37100,37500,,37100,37500,,T0000141,SD
flat,0.1489,37100,39000,39000,38500,37500,39000,45400,39000,38500,39000,T0000141,SD
flat,0.1838,35100,36100,36100,36600,37100,36600,37100,37500,37100,35100,T0000141,SD
flat,0.1479,,37500,36600,35100,,,35600,35600,35600,34100,T0000141,SD
flat,0.1771,,37100,37100,37100,37100,36600,36600,37100,37500,35600,T0000141,SD
flat,0.1812,46800,48800,48800,48300,47800,46800,46800,,,39500,T0000141,SD
flat,0.0481,38500,40500,40500,40500,40000,39500,39500,39000,38500,,T0000141,SD
flat,0.0445,,,,,,44400,43900,43900,43900,,T0000141,SD
flat,0.1756,44900,45800,45400,44400,43900,,42400,,,,T0000141,SD
flat,0.1474,,42400,41000,39000,,39500,,39000,39000,40000,T0000141,SD
flat,0.1802,,40500,40000,40500,40000,39500,39500,40000,39500,,T0000141,SD
flat,0.0522,,,37100,37100,36600,36600,36600,,37100,,T0000141,SD
flat,0.0471,36100,36600,37100,37500,37500,37100,37100,36600,37100,36100,T0000141,SD
flat,0.086,,,,,,,,,,,T0000141,SD
flat,0.1008,,,,,,,,,,,T0000141,SD
flat,0.0604,,,,,,,,,48800,46800,T0000141,SD
flat,0.4874,36100,,,,,,,,,,T0000141,SD
flat,0.1955,,34100,,,,,,,,,T0000141,SD
flat,0.0512,,,49800,50200,50700,51200,51700,51200,51200,51200,T0000141,SD
flat,0.1623,35100,36100,36600,36600,36100,36100,36600,36600,36100,35600,T0000141,SD
flat,0.0327,,44900,,,,,,44900,44900,,T0000141,SD
flat,0.0701,,,,,48300,,,,,,T0000141,SD
flat,0.1264,,40000,39500,,,,,,,,T0000141,SD
flat,0.0849,,37100,,,,,,,,,T0000141,SD
flat,0.0476,40500,40000,,38500,38500,39000,,40000,40500,,T0000141,SD
flat,0.0245,,,,,,,38500,39000,38000,37500,T0000141,SD
flat,0.0168,,,,,32700,,32700,,32700,32700,T0000141,SD
flat,0.0665,44400,43900,42400,41000,,,,,37500,,T0000141,SD
flat,0.0373,,46800,,45400,44400,43900,,,43900,,T0000141,SD
flat,0.065,,37500,,38500,,37500,,37100,,36600,T0000141,SD
flat,0.0604,39500,39000,40000,,41500,,,,,43900,T0000141,SD
flat,0.0199,,37100,37500,,,,,37500,,,T0000141,SD
flat,0.0373,,,,,,44900,44400,44400,44400,,T0000141,SD
flat,0.0317,,,,,,,,,,,T0000141,SD
flat,0.0327,,,,,,,,,,,T0000141,SD
flat,0.0977,,,,,,,,35600,,,T0000141,SD
flat,0.1633,,,35600,36100,35600,35600,35600,,,,T0000141,SD
flat,0.0209,,34100,34100,33600,33600,33600,34100,33600,33600,,T0000141,SD
flat,0.0209,,,,,36100,,,,,,T0000141,SD
flat,0.0604,,,,,,35600,35100,,,,T0000141,SD
flat,0.0307,,44900,45800,45400,45800,,,,46300,45400,T0000141,SD
flat,0.1064,36600,37500,38000,37500,37500,37500,37500,37500,38000,38000,T0000141,SD
flat,0.1085,37100,38500,39000,39000,38500,38000,38000,39000,41900,41500,T0000141,SD
flat,0.1018,36600,36100,35600,,,34600,34600,34600,35100,62000,T0000141,SD
flat,0.13,,43400,43900,44900,43900,44400,44400,43900,44400,38000,T0000141,SD
flat,0.1249,35100,37100,38000,38000,38000,38000,38000,38000,37500,,T0000141,SD
flat,0.1121,35600,37500,37500,38000,38000,38000,38500,38500,37500,37500,T0000141,SD
flat,0.1008,36100,37500,37500,37500,37100,37100,37100,37100,37100,,T0000141,SD
flat,0.1146,35600,37500,37500,37500,38000,38000,38000,38000,39500,,T0000141,SD
flat,0.0614,36600,37500,38000,37500,37100,37100,36600,36100,36600,37100,T0000141,SD
flat,0.1203,38000,,44400,43400,42900,43400,42900,41900,41900,38500,T0000141,SD
flat,0.1295,42400,38000,38500,38000,38500,38500,38000,37500,37500,,T0000141,SD
flat,0.1085,37100,38000,39000,39000,38500,39000,39000,38500,38000,,T0000141,SD
flat,0.1126,37100,37500,38000,37500,37500,38000,38000,38000,37500,36100,T0000141,SD
flat,0.1146,36600,37100,37100,38000,36100,36600,36600,37500,37100,36100,T0000141,SD
flat,0.1075,45400,45800,45400,44900,44400,43400,43400,43900,45400,45400,T0000141,SD
flat,0.0266,38000,38500,38500,39000,39000,39000,39000,39500,40000,40500,T0000141,SD
flat,0.0573,,35600,36100,36600,37100,37500,38000,38500,39500,41900,T0000141,SD
flat,0.067,37100,37100,37500,37100,37500,38000,38500,39000,40000,43900,T0000141,SD
flat,0.1658,34100,36600,37100,36600,36600,36600,36600,36600,36600,35600,T0000141,SD
flat,0.0286,41900,42400,42400,42400,42400,42900,42900,42900,42900,43400,T0000141,SD
flat,0.0363,,,,49800,48800,48800,48300,48300,,,T0000141,SD
flat,0.0983,,43900,43400,41900,41500,41000,40500,40500,41000,,T0000141,SD
flat,0.0168,,44900,45400,45400,45400,45400,45800,46300,45800,45800,T0000141,SD
flat,0.087,,42400,41900,41000,40500,,40000,40000,41000,41500,T0000141,SD
flat,0.1899,47300,47800,47300,46800,45800,44900,45800,47800,47800,46800,T0000141,SD
flat,0.1249,43900,44400,,,39000,38000,36600,,37100,38000,T0000141,SD
flat,0.0465,42400,42400,42900,41900,41900,41900,41900,41900,41900,41900,T0000141,SD
flat,0.0798,36100,35600,35100,34600,34600,34600,35100,35600,36100,35600,T0000141,SD
flat,0.109,36100,37100,37500,37500,38000,38500,39000,39000,38500,37100,T0000141,SD
flat,0.0778,37500,38500,38500,38000,38000,38000,38000,38500,38500,39000,T0000141,SD
flat,0.11,37100,37500,37100,37500,37100,36600,,37100,37500,37100,T0000141,SD
flat,0.1336,37500,38000,37500,37100,36600,36600,36600,37100,37100,37500,T0000141,SD
flat,0.0614,35600,,36600,36600,36600,36600,36600,36600,36600,,T0000141,SD
flat,0.0312,47300,48300,48800,,49300,49300,49800,49800,49300,48300,T0000141,SD
flat,0.0573,35100,36600,37100,37100,37100,37100,37100,36600,37100,,T0000141,SD
flat,0.0547,,36100,36600,37100,36600,36600,36600,37100,37500,,T0000141,SD
flat,0.2088,38000,41500,41000,41000,42400,44400,43400,40500,42400,,T0000141,SD
flat,0.1873,37500,41000,40000,39000,39500,,41000,40000,39500,39500,T0000141,SD
flat,0.0522,38000,38000,37500,37500,37100,37100,37100,37100,36600,,T0000141,SD
flat,0.1126,38000,38500,37500,37100,36600,36600,37100,,37100,,T0000141,SD
flat,0.066,,41000,41000,40000,40000,39500,,,,,T0000141,SD
flat,0.064,41500,41900,41500,41000,40500,40500,39000,38500,38000,38000,T0000141,SD
flat,0.1177,37100,38500,38500,37500,37500,37100,37100,37500,37500,,T0000141,SD
flat,0.1136,,37100,37100,36600,36600,36600,36600,37100,37100,35600,T0000141,SD
flat,0.0593,37500,38000,38500,38500,39000,39000,39000,39000,40000,39500,T0000141,SD
flat,0.0752,42400,41900,,40500,40000,39500,39000,,40500,,T0000141,SD
flat,0.0199,,,45800,45800,45800,45400,45400,45400,45400,44900,T0000141,SD
flat,0.1315,,38000,39500,,38500,38500,38500,38500,,,T0000141,SD
flat,0.1034,,37500,37500,37500,37100,37500,37500,37500,37500,36600,T0000141,SD
flat,0.0998,37500,41000,40000,38500,38500,38500,38500,38500,39000,40500,T0000141,SD
flat,0.0875,,43900,42400,41900,41500,41900,41900,41900,,41900,T0000141,SD
flat,0.0281,,43400,43400,43400,43400,43900,43900,44400,44900,44900,T0000141,SD
flat,0.0855,,42400,41900,41000,41500,41500,41000,40500,41500,41500,T0000141,SD
flat,0.0747,41900,41900,41000,41000,40500,40500,40500,41000,41900,41500,T0000141,SD
flat,0.0972,39500,41500,40000,39000,38500,38000,38000,38500,39000,,T0000141,SD
flat,0.0148,42400,42400,42400,42400,42400,42400,42900,42900,42900,42400,T0000141,SD
flat,0.2539,,,35100,36600,36100,36100,35100,34600,33600,,T0000141,SD
flat,0.0834,35600,36600,36600,36100,36100,,35600,36100,35600,35100,T0000141,SD
flat,0.0716,36600,37100,37100,36600,36100,36100,36600,36100,36100,35600,T0000141,SD
flat,0.0793,33600,34100,34100,34100,33600,33600,33600,34100,34100,34100,T0000141,SD
flat,0.0271,,41500,41000,41000,41500,,41500,41500,41900,42400,T0000141,SD
flat,0.0348,41900,41900,41500,41000,41000,41500,41000,,42900,43400,T0000141,SD
flat,0.0732,41500,41900,41500,41000,41000,41500,41500,41000,41500,38000,T0000141,SD
flat,0.0404,43900,44400,43900,44400,44400,44900,45400,46300,47800,,T0000141,SD
flat,0.0327,41000,41500,41500,41500,41500,41500,41900,42400,42400,,T0000141,SD
flat,0.0368,41500,41500,41900,41900,41900,41900,41900,41500,41900,41500,T0000141,SD
flat,0.0512,,39500,39000,39000,38500,38500,38500,38500,38500,38500,T0000141,SD
flat,0.0993,,38500,,36100,,36600,36100,36600,36600,36600,T0000141,SD
flat,0.0358,36100,36600,37100,38000,38500,39000,39000,39000,39000,38500,T0000141,SD
flat,0.1428,34600,36600,37100,36600,36600,37100,37100,36600,37100,,T0000141,SD
flat,0.0542,36600,36600,36600,36600,36600,37100,,36100,,,T0000141,SD
flat,0.0337,,,38000,38000,39000,38000,38000,38000,,,T0000141,SD
flat,0.1218,36600,37100,36600,36100,37100,,,37500,37500,36600,T0000141,SD
flat,0.1244,36600,37500,37500,37500,37100,37100,37500,37500,37100,,T0000141,SD
flat,0.1039,35600,37100,37100,37500,38000,38000,38000,38000,38000,36600,T0000141,SD
flat,0.1044,36600,38000,38000,38000,37500,38000,38000,38000,37100,37100,T0000141,SD
flat,0.1024,36600,37500,38000,37500,37500,37500,37500,37500,37500,37100,T0000141,SD
flat,0.0962,36600,37500,37500,37500,37100,37500,37500,37500,37500,36100,T0000141,SD
flat,0.1121,37100,38000,38000,38000,38000,38000,37500,37100,37500,38000,T0000141,SD
flat,0.0235,42400,42400,42400,42400,42400,42900,42900,42900,43400,,T0000141,SD
flat,0.1356,37500,38500,37500,36600,37100,38000,38000,38000,38000,,T0000141,SD
flat,0.11,36100,37500,38000,37500,38000,38000,38000,38000,38000,,T0000141,SD
flat,0.1034,35100,37500,38000,40000,38000,38500,38000,38500,38000,36600,T0000141,SD
flat,0.1208,,37500,38000,38500,37500,37100,37100,37500,37500,35600,T0000141,SD
flat,0.043,,42900,41900,41500,41000,41000,40500,40500,40000,,T0000141,SD
flat,0.1044,37500,37500,37100,37100,37100,37100,37100,37100,37100,,T0000141,SD
flat,0.0977,37500,37500,37100,36600,36100,36100,36100,36100,36600,,T0000141,SD
flat,0.0645,38000,38000,38000,38000,37100,37100,36100,36100,35600,35600,T0000141,SD
flat,0.0394,37500,37500,37500,37100,36100,36600,36600,36600,36600,,T0000141,SD
flat,0.065,,39000,38500,38000,38000,37500,37100,37100,37500,37100,T0000141,SD
flat,0.043,41000,41500,41500,41500,41500,41500,41500,41900,42400,42400,T0000141,SD
flat,0.0849,38000,37500,36600,36600,36600,36600,36600,37100,38500,38000,T0000141,SD
flat,0.1034,40500,41900,41500,41500,41000,40000,39500,38500,38000,37500,T0000141,SD
flat,0.1182,35600,36100,35600,35600,36100,36100,36100,37100,37500,36100,T0000141,SD
flat,0.1064,,35600,35600,,34600,35100,35600,35600,35100,35100,T0000141,SD
flat,0.0967,34100,34100,,34600,34600,34100,,35600,35100,35100,T0000141,SD
flat,0.1039,38000,37100,37500,,35100,34600,,34600,,34600,T0000141,SD
flat,0.0194,45400,45400,45400,45800,45800,46300,46300,46300,46800,46800,T0000141,SD
flat,0.1254,,37500,,36600,36100,36600,36600,36600,36100,36100,T0000141,SD
flat,0.1259,35600,36100,35600,35100,35600,35100,35100,35600,36600,,T0000141,SD
flat,0.1326,35600,36100,36100,36100,35600,35100,35100,35600,35100,34600,T0000141,SD
flat,0.089,38500,39500,,38500,38500,39000,39500,39000,38500,39000,T0000141,SD
flat,0.0419,39000,39000,39000,39500,39500,39000,39000,38500,39000,39000,T0000141,SD
flat,0.0209,39500,40000,40000,39500,39500,39500,39000,39000,38500,38500,T0000141,SD
flat,0.0266,40500,39500,40500,41000,41000,40500,40500,40000,39500,39500,T0000141,SD
flat,0.0819,38500,38500,38000,37500,37500,37500,37500,37100,37100,36600,T0000141,SD
flat,0.0302,,37500,38000,38000,38000,38000,38000,38000,37500,,T0000141,SD
flat,0.2012,35600,37100,36100,37100,37100,37100,36600,36600,36600,34600,T0000141,SD
flat,0.1254,36100,36600,37500,37100,36600,37100,36600,36600,37500,37500,T0000141,SD
flat,0.0957,40000,38500,38000,38500,39000,40000,40000,39500,39500,40000,T0000141,SD
flat,0.0153,43400,43900,43900,44400,44400,44900,44900,45400,45400,45400,T0000141,SD
flat,0.045,49800,48800,47800,47800,47300,47300,48300,48800,49300,49800,T0000141,SD
flat,0.0522,45400,45400,44900,44900,44900,45400,,45800,46300,46800,T0000141,SD
flat,0.089,,36600,,,35100,34600,35100,35600,35100,34100,T0000141,SD
flat,0.0552,38500,39000,39000,38500,38500,38500,39000,39000,38500,,T0000141,SD
flat,0.0389,,39000,38000,38500,38500,,37500,37100,,,T0000141,SD
flat,0.0527,,38500,39000,39000,,39000,39500,39500,39000,39500,T0000141,SD
flat,0.0471,38000,38500,38500,,38500,39000,39000,39000,38500,39000,T0000141,SD
flat,0.0409,,38000,39000,39000,39500,40000,40000,39500,39500,39000,T0000141,SD
flat,0.0501,42900,43400,43900,43900,43900,43900,43900,44400,44900,45400,T0000141,SD
flat,0.0583,,43400,43900,43400,43400,42900,41900,41000,40000,39000,T0000141,SD
flat,0.1459,39000,38500,37500,38000,37500,,,36600,37100,,T0000141,SD
flat,0.0578,,37100,37100,36600,36100,35600,35600,35100,35100,35100,T0000141,SD
flat,0.0424,,,,34600,35600,35100,35600,35600,35600,35600,T0000141,SD
flat,0.2734,45400,45800,43900,42900,42900,43400,43900,42900,42400,37100,T0000141,SD
flat,0.1551,,35600,35100,35600,36100,36100,36100,36100,35600,35600,T0000141,SD
flat,0.0675,39000,39000,38500,38000,38000,37500,37100,36600,36600,36600,T0000141,SD
flat,0.0409,,37100,37500,38000,38000,37500,37500,37500,37500,37500,T0000141,SD
flat,0.0849,37100,37100,,38000,37500,37500,37500,37100,36600,36600,T0000141,SD
flat,0.0384,42900,42400,42400,42400,42400,42900,42900,43400,43400,,T0000141,SD
flat,0.0563,38500,38500,38500,38500,39000,38500,38500,38500,38000,38500,T0000141,SD
flat,0.0532,37500,37500,37500,37500,37500,37100,37100,37100,37100,37100,T0000141,SD
flat,0.0281,39000,39000,39500,39500,39500,39500,39500,39500,39500,39500,T0000141,SD
flat,0.0527,,39000,39000,39000,39000,38500,38500,38500,38500,39500,T0000141,SD
flat,0.0849,,,37100,36100,35600,35600,,,,36600,T0000141,SD
flat,0.2647,,42400,42400,42400,43400,42900,41900,42400,42900,,T0000141,SD
flat,0.131,35600,36600,37100,37100,36600,36600,36100,36100,36600,,T0000141,SD
flat,0.1274,37100,37100,36600,36100,36600,36600,37100,37100,37100,36100,T0000141,SD
flat,0.0568,,,,39500,39500,39000,38500,38000,38500,38000,T0000141,SD
flat,0.0179,40500,40500,40000,40000,40000,40000,40000,,40000,40000,T0000141,SD
flat,0.1274,43400,43900,43900,43400,41900,41500,41000,40500,41500,42900,T0000141,SD
flat,0.045,43900,44400,44400,43900,43900,43900,43900,44400,44900,44400,T0000141,SD
flat,0.0609,,38000,38000,38000,37500,37500,37100,38000,38500,39500,T0000141,SD
flat,0.0327,44900,45400,45800,45800,46300,46800,46800,47800,48300,49300,T0000141,SD
flat,0.0204,45800,45400,45400,45400,45800,45800,45800,,45800,,T0000141,SD
flat,0.0752,43900,43900,42400,41500,,,38500,38500,39000,,T0000141,SD
flat,0.0256,41900,41900,42400,42400,42400,42400,42900,43400,43900,43900,T0000141,SD
flat,0.0788,46800,46800,46300,45800,45400,45400,44900,44900,45800,46300,T0000141,SD
flat,0.0424,46300,46800,46800,46800,46800,46800,46800,,47300,47800,T0000141,SD
flat,0.043,47800,48800,,48800,,49300,49800,50200,51200,51200,T0000141,SD
flat,0.0317,,49300,,50200,49800,50200,50200,50200,50200,,T0000141,SD
flat,0.0701,42400,41900,41500,41500,41500,41500,41000,41000,41000,40500,T0000141,SD
flat,0.0808,,42900,,42400,41500,41900,,42900,,,T0000141,SD
flat,0.0921,,42900,42400,42400,42400,42900,42900,,44400,,T0000141,SD
flat,0.0563,47800,49300,48800,48800,48300,47800,47800,47800,47800,,T0000141,SD
flat,0.0348,38000,39000,,,40500,,41500,41500,41900,,T0000141,SD
flat,0.0271,43400,44400,44900,44900,44900,44900,44900,44900,44900,,T0000141,SD
flat,0.0378,,37100,37500,37100,36600,,36600,36100,36600,,T0000141,SD
flat,0.0465,37100,37100,37100,37100,37100,37100,37500,37500,37500,37500,T0000141,SD
flat,0.0824,36100,36600,37100,37100,37100,37100,37100,37500,37100,37500,T0000141,SD
flat,0.0839,,35100,35100,35100,34600,35100,35100,35100,35100,34600,T0000141,SD
flat,0.0983,,36600,36600,36600,37100,36600,54600,36600,36600,,T0000141,SD
flat,0.0491,41900,41900,41900,41500,,,41000,40000,,,T0000141,SD
flat,0.0414,50200,50700,,,51200,51200,50700,50700,50700,50700,T0000141,SD
flat,0.0414,53700,54600,54600,55100,55100,55600,55100,55100,54600,54600,T0000141,SD
flat,0.0271,54100,54600,55100,55100,55600,55600,56100,56100,57100,56600,T0000141,SD
flat,0.086,,37100,37500,37500,38000,38000,,38000,37500,,T0000141,SD
flat,0.0266,58100,58500,58100,57600,57600,57100,57100,56600,57100,57100,T0000141,SD
flat,0.0296,55100,55100,55100,55100,55100,55100,55100,55100,55600,55600,T0000141,SD
flat,0.0148,52700,53200,53200,53200,53700,53700,54100,54100,54100,54600,T0000141,SD
flat,0.0409,56100,56100,56100,56100,57100,57600,58100,58500,59500,60000,T0000141,SD
flat,0.0266,57100,57100,56600,56100,56600,56100,56100,56600,57100,57100,T0000141,SD
flat,0.088,37100,37100,36600,36600,36600,36600,36600,36600,36600,36600,T0000141,SD
flat,0.2365,37100,38500,37500,37500,37500,38000,38500,38500,38000,36600,T0000141,SD
flat,0.0732,37500,38000,38000,37500,37100,36600,36600,36100,36100,36600,T0000141,SD
flat,0.0291,50200,49800,49300,,49300,49800,49800,49800,50200,50200,T0000141,SD
flat,0.0158,46300,46800,46800,46800,46800,46800,46800,46300,46300,46300,T0000141,SD
flat,0.0112,,,40000,40000,40000,40500,40500,40500,40000,40500,T0000141,SD
flat,0.0194,43400,44400,44400,44400,44900,44900,44900,44900,45400,44900,T0000141,SD
flat,0.0588,,43900,43900,43400,43900,44400,43900,44900,45400,45400,T0000141,SD
flat,0.0271,51200,52200,51700,52200,52200,52200,51700,51700,52200,,T0000141,SD
flat,0.0209,45800,46300,46800,46800,47800,48300,48300,48800,49300,48800,T0000141,SD
flat,0.2201,,37100,37500,37500,,,,35100,36100,,T0000141,SD
flat,0.1326,,,,34600,35100,34600,,,34600,,T0000141,SD
flat,0.023,37100,37500,38000,38000,38500,38500,38500,38500,38500,38500,T0000141,SD
flat,0.0296,43900,44400,44400,44400,43900,43900,43900,43900,43900,43900,T0000141,SD
flat,0.0629,,35600,,35100,34600,34600,34600,35100,35600,36100,T0000141,SD
flat,0.0757,35600,35600,35600,35600,35600,35600,36100,36100,36600,36100,T0000141,SD
flat,0.0706,35600,35600,35600,35600,35600,36100,36100,36100,36600,36100,T0000141,SD
flat,0.0455,45400,45800,45400,45800,45800,45400,45400,45400,45800,45400,T0000141,SD
flat,0.0399,37500,37500,37500,37500,38000,38000,38000,38500,38500,39000,T0000141,SD
flat,0.1008,48800,47300,46300,45400,,45400,45800,46800,48300,,T0000141,SD
flat,0.0128,50700,50200,49800,50200,49800,49800,49800,49800,49800,49800,T0000141,SD
flat,0.0158,55600,55600,55600,56100,56100,56100,55600,56100,56100,55600,T0000141,SD
flat,0.0245,35100,35600,,36600,,37100,37100,37500,38000,37500,T0000141,SD
flat,0.0512,,,44900,44900,44900,,44900,44900,44900,43900,T0000141,SD
flat,0.0865,,54600,55100,56100,55100,55600,56100,56100,57600,56600,T0000141,SD
flat,0.0179,,55600,56100,56600,57100,57600,57600,57600,57100,,T0000141,SD
flat,0.0143,53200,53700,52700,53200,52700,52200,52200,51700,51700,,T0000141,SD
flat,0.0629,,56100,,,,58100,58100,57100,56600,56600,T0000141,SD
flat,0.0435,,53200,53700,54100,54100,54600,55100,55100,54600,,T0000141,SD
flat,0.0184,48800,49300,49300,49300,49800,49800,49800,49300,49300,48300,T0000141,SD
flat,0.0122,,,,,,,,,,,T0000141,SD
flat,0.0619,,,,,,,,,,,T0000141,SD
flat,0.0307,35600,36100,36600,36600,37100,37100,37100,37100,37500,,T0000141,SD
flat,0.0225,40000,39500,39000,,,39500,39500,39000,38500,38500,T0000141,SD
flat,0.0204,56100,55600,55600,55600,55600,55600,55600,55600,55100,55600,T0000141,SD
flat,0.0194,51200,51200,51200,51200,51200,51200,51200,51700,51700,52700,T0000141,SD
flat,0.0711,49800,51200,51200,50700,50200,49800,50200,51200,51200,50700,T0000141,SD
flat,0.0204,46800,46800,47300,47300,47300,47800,47800,47800,48300,,T0000141,SD
flat,0.0256,56100,56100,55600,55100,55100,55100,55600,55600,56600,57100,T0000141,SD
flat,0.0593,,54600,55600,56100,56100,56600,57100,57600,57100,,T0000141,SD
flat,0.0337,55600,55100,54600,54100,53200,54100,53700,53700,,,T0000141,SD
flat,0.0962,38000,39000,39000,37100,,37100,37500,37500,36600,36600,T0000141,SD
flat,0.0952,37500,37500,37100,37100,36600,36600,36100,36100,36600,36100,T0000141,SD
flat,0.1008,,37100,36600,37100,36600,36100,35600,,35100,35600,T0000141,SD
flat,0.1244,35600,36100,36100,36100,36100,35600,35600,35600,35600,37100,T0000141,SD
flat,0.0476,36100,35600,36100,36100,36100,36100,35600,35600,35600,35600,T0000141,SD
flat,0.0993,37100,37500,37100,,36100,35600,35100,35100,,36600,T0000141,SD
flat,0.0281,,,46300,46800,46800,46800,46800,47300,47800,46800,T0000141,SD
flat,0.0163,,,,45800,,45800,46300,46800,47300,,T0000141,SD
flat,0.0153,57600,57100,57100,57100,57100,56600,56100,56100,55600,55600,T0000141,SD
flat,0.0358,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,T0000141,SD
flat,0.0624,44400,45800,46300,46300,46300,46300,46800,47300,47800,48300,T0000141,SD
flat,0.0261,38000,38500,38000,38000,38000,38500,38500,38500,38500,38500,T0000141,SD
flat,0.0194,,48800,48300,48300,48300,48300,48300,48300,48300,,T0000141,SD
flat,0.0368,46300,,48300,48800,48800,48800,48800,48800,,,T0000141,SD
downward ramp,0.0143,,48800,49300,49300,49300,48300,47800,47800,47300,47300,T0000141,SD
downward ramp,0.0435,44900,44400,43400,42900,40000,38500,38500,,37500,36600,T0000141,SD
downward ramp,0.0768,46300,47300,46800,45800,46300,45800,44900,43400,41900,38500,T0000141,SD
downward ramp,0.0128,60000,60000,60000,59500,59500,59000,59000,58500,59000,58100,T0000141,SD
downward ramp,0.0174,43900,43900,44400,44400,44400,43900,43900,43400,42900,42400,T0000141,SD
downward ramp,0.0163,48800,48300,48300,47300,46800,46300,45800,45400,44400,,T0000141,SD
complex,0.0952,,50700,52200,51200,51700,52700,,54100,,,T0000141,SD
complex,0.0762,,50700,53700,56100,55100,52700,51200,50700,50200,,T0000141,SD
complex,0.0757,39000,40000,41500,39000,39000,41500,40500,39500,39000,,T0000141,SD
