label,duration,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,file,strain
flat-z,0.0593,48300,47300,43400,42400,41500,,,,,,T0000085,SD
flat-z,0.0711,,42900,43400,43400,43900,43900,44400,44900,45800,,T0000085,SD
flat-z,0.1699,,,,,,,,,,,T0000085,SD
flat-z,0.2007,51700,48800,,42900,,42400,42900,43900,,,T0000085,SD
flat-z,0.0875,,46800,46800,,,42400,41900,,43900,,T0000085,SD
flat-z,0.0849,,46800,45800,,42400,41900,41900,42400,42900,,T0000085,SD
flat-z,0.0471,,,,46300,42900,42400,42400,42400,42900,,T0000085,SD
flat-z,0.1182,,43900,41500,,,41000,41900,42400,,,T0000085,SD
flat-z,0.0547,,47300,46800,46300,47300,46300,45400,45400,44900,,T0000085,SD
flat-z,0.0814,,49300,48800,48300,48300,47300,46800,45400,44400,,T0000085,SD
flat-z,0.0773,,48800,47800,45800,42400,41900,41900,41900,41900,,T0000085,SD
flat-z,0.0716,47800,47300,47300,46800,43400,42900,42900,42900,43400,,T0000085,SD
flat-z,0.067,,49800,48800,48300,47800,47800,47800,,44900,,T0000085,SD
flat-z,0.0455,,44400,44400,,44900,,,50200,53700,54100,T0000085,SD
flat-z,0.0491,,,,49800,49300,,42900,42900,,,T0000085,SD
flat-z,0.0696,,54100,53700,51700,,45800,,,45800,,T0000085,SD
flat-z,0.0665,,51200,52200,51700,50700,50200,49300,,,,T0000085,SD
flat-z,0.0732,49800,49300,47800,44400,43900,43400,43400,43400,43900,,T0000085,SD
flat-z,0.0727,49300,48800,47800,44900,43900,43400,43400,44400,,,T0000085,SD
flat-z,0.0808,,48800,47800,45400,44400,43900,44400,44400,,,T0000085,SD
flat-z,0.0747,50200,49800,49300,,44400,43400,42900,42400,42400,,T0000085,SD
flat-z,0.045,,45400,49300,49300,49300,49800,50200,50200,51200,,T0000085,SD
flat-z,0.1525,45400,49800,50200,49800,,,98100,48800,48800,48800,T0000085,SD
flat-z,0.0573,,50200,50200,49800,49300,48800,44900,43900,,,T0000085,SD
flat-z,0.1602,,50200,49800,49300,47800,44400,43400,42900,,,T0000085,SD
flat-z,0.1013,,,52700,,,42400,,,,,T0000085,SD
flat-z,0.0414,,43400,44400,,,48800,48300,47800,46800,,T0000085,SD
flat-z,0.0947,,,41900,,,,,,,,T0000085,SD
flat-z,0.0496,,48800,48800,48300,48300,48300,48800,43900,43900,43400,T0000085,SD
flat-z,0.1254,52700,52700,51200,49800,43400,42400,41900,42400,42900,,T0000085,SD
flat-z,0.0957,,47300,45400,42900,42400,42400,42400,42400,43400,,T0000085,SD
flat-z,0.0783,,48300,46800,46300,45800,43400,42900,42900,42900,42400,T0000085,SD
flat-z,0.0716,48300,47800,43900,43400,42900,43400,43400,43900,44900,,T0000085,SD
flat-z,0.0599,49800,49800,43900,42900,42400,42400,41900,42400,42900,,T0000085,SD
flat-z,0.066,43400,43900,44400,44400,44400,44900,45800,,50700,51200,T0000085,SD
flat-z,0.1141,,42900,42400,41500,41000,41500,42900,49800,49800,,T0000085,SD
flat-z,0.066,43400,44400,44400,44400,45400,44900,44400,45400,49800,,T0000085,SD
flat-z,0.0593,48800,48800,48800,48300,47800,47300,45400,44900,45400,,T0000085,SD
flat-z,0.0701,,,44900,44400,44400,44900,48300,48800,49300,,T0000085,SD
flat-z,0.0414,51200,50700,49800,46300,45800,45400,45400,44900,44900,44400,T0000085,SD
flat-z,0.1141,52200,53200,51700,45800,45800,45800,45400,44900,,,T0000085,SD
flat-z,0.0947,51200,52200,50700,,44900,44400,,44900,44900,,T0000085,SD
flat-z,0.0824,49800,49800,49300,45400,44400,,,43400,,,T0000085,SD
flat-z,0.0706,51200,51200,50200,48300,45400,,,,44400,,T0000085,SD
flat-z,0.0614,48300,44400,43400,42900,42400,42400,41900,41900,42400,,T0000085,SD
flat-z,0.0491,47300,47300,,,42900,42900,42400,42400,42900,42900,T0000085,SD
flat-z,0.0424,,53700,53200,52700,51700,,,45800,,,T0000085,SD
flat-z,0.1244,,,,,,41000,41500,41000,82000,40500,T0000085,SD
flat-z,0.1684,,46300,,,,,,,,,T0000085,SD
flat-z,0.0967,,,,,,,,,,,T0000085,SD
flat-z,0.1064,,,,42400,,,,,,,T0000085,SD
flat-z,0.0363,,53200,53700,53200,53200,53200,52200,49800,47800,,T0000085,SD
flat-z,0.0691,,53700,,52700,52200,,50700,50200,50200,,T0000085,SD
flat-z,0.1612,42400,43400,49800,48800,47800,46800,46300,46800,,,T0000085,SD
flat-z,0.0619,54600,,48300,,,43900,44400,,,,T0000085,SD
flat-z,0.0768,,,,,,,,,,,T0000085,SD
flat-z,0.0445,,51700,51200,49800,48800,48300,45800,44900,45400,,T0000085,SD
flat-z,0.0829,,48800,48300,48300,,,47800,47800,47800,,T0000085,SD
flat-z,0.1172,50700,50700,49800,49800,49800,89300,,42900,,42400,T0000085,SD
flat-z,0.064,50700,51200,50700,,49800,,,44400,,,T0000085,SD
flat-z,0.0814,,,,,,42900,,,44900,,T0000085,SD
flat-z,0.0583,,53200,52200,48300,,,,,47300,,T0000085,SD
flat-z,0.0706,,,,,50200,51700,,51700,53200,,T0000085,SD
flat-z,0.0972,50200,50700,49300,48800,44400,43900,43900,43900,43400,44400,T0000085,SD
flat-z,0.0614,,,,48800,48300,44900,44900,44400,44400,,T0000085,SD
flat-z,0.0614,47800,47800,47300,46800,43400,42900,42400,41500,83000,,T0000085,SD
flat-z,0.0691,49300,49800,49300,48300,,,48300,48300,,,T0000085,SD
flat-z,0.1351,,43900,42400,41000,,41500,42400,42400,41900,41000,T0000085,SD
flat-z,0.0885,,,,41000,41500,41500,41500,82000,81000,,T0000085,SD
flat-z,0.0716,,47800,47300,42900,41900,41000,,,,,T0000085,SD
flat-z,0.1192,,,,47800,,,,,44400,,T0000085,SD
flat-z,0.0706,,,50700,49300,48800,48300,,45800,45800,,T0000085,SD
flat-z,0.0445,,96100,47800,47800,47800,,,,,55100,T0000085,SD
flat-z,0.0486,,,47800,46800,,,42900,,,,T0000085,SD
flat-z,0.0568,,,49300,48800,,47800,47800,44400,43900,,T0000085,SD
flat-z,0.0496,,47300,47300,,,42900,42900,42400,42400,42400,T0000085,SD
flat-z,0.0209,,42400,42400,,42900,42900,,,47300,,T0000085,SD
flat-z,0.0435,,,,,,,,44900,44400,,T0000085,SD
flat-z,0.0133,50700,51200,,,53700,53700,53700,53700,53700,,T0000085,SD
flat-z,0.1162,,,,,,,,,,,T0000085,SD
flat-z,0.0824,,,48800,48300,47800,46800,43400,,43400,,T0000085,SD
flat-z,0.0378,,,,,44400,43900,,,42400,,T0000085,SD
flat-z,0.0537,,,45400,,,,45400,,49800,,T0000085,SD
flat-z,0.0471,,46800,44900,43900,43400,,,,,,T0000085,SD
flat-z,0.0271,43900,44400,45400,48800,49300,49800,50200,50200,50200,,T0000085,SD
flat-z,0.0455,,,,43900,43900,43900,44400,,48800,,T0000085,SD
flat-z,0.0768,,44900,50200,50700,51200,51700,52200,51700,52700,,T0000085,SD
flat-z,0.0163,,,,,,52700,53200,53200,53700,,T0000085,SD
flat-z,0.0803,50700,,50200,49800,49800,50200,49300,48300,43400,42900,T0000085,SD
flat-z,0.0317,,47300,,,,,44400,,,,T0000085,SD
flat-z,0.046,,52700,53200,52700,52200,51700,51700,51200,50700,,T0000085,SD
flat-z,0.0512,,52200,51700,51200,50700,49800,,44900,44900,,T0000085,SD
flat-z,0.0414,,44400,44900,45400,45400,45800,45800,,49300,,T0000085,SD
flat-z,0.0435,,50200,,,,,44900,,,,T0000085,SD
flat-z,0.0302,,45400,45800,,48800,49300,49800,50200,50700,,T0000085,SD
flat-z,0.0742,53700,54600,,,50700,49800,49300,48800,44900,,T0000085,SD
flat-z,0.0327,,,,,,52200,,51200,,,T0000085,SD
flat-z,0.0465,51200,51700,51200,50700,49300,45400,44900,44900,45400,,T0000085,SD
flat-z,0.0921,43900,44900,44400,43400,,42900,,,,,T0000085,SD
flat-z,0.0512,,53700,53700,53200,52200,47300,,,,,T0000085,SD
flat-mz,0.1192,,40500,41900,,45800,44400,44900,,,,T0000085,SD
flat-mz,0.1735,,,42400,,,44900,41000,,,41500,T0000085,SD
flat-mz,0.1433,,,47800,47800,,,40500,40500,47300,,T0000085,SD
flat-mz,0.1612,,47300,44400,44900,,38000,,,,,T0000085,SD
flat-mz,0.1812,,48800,,42900,41500,,,,,,T0000085,SD
flat-mz,0.1377,44900,44400,43900,42900,42400,43400,,43900,43900,,T0000085,SD
flat-mz,0.0675,,50200,50200,49300,43400,,,50200,50700,,T0000085,SD
flat-mz,0.1699,,46300,42900,43900,49800,46800,,,40000,,T0000085,SD
flat-mz,0.1909,,,,44400,47800,44900,44900,44900,43900,,T0000085,SD
flat-mz,0.0732,,,46300,45800,,,,43400,46800,,T0000085,SD
flat-mz,0.1786,,,,42400,,41000,39000,38000,38500,,T0000085,SD
flat-mz,0.0814,,47300,45800,43400,42900,42400,41900,42400,44400,,T0000085,SD
flat-mz,0.0778,43400,44400,,43900,,,,47300,47800,,T0000085,SD
flat-mz,0.1459,,45800,42900,,,,41900,,,,T0000085,SD
flat-mz,0.1745,44400,43400,42900,48300,47300,42900,,43400,41900,,T0000085,SD
flat-mz,0.0435,,,,,,,,,43900,,T0000085,SD
flat-mz,0.0972,,48300,47800,,,41900,42900,,43400,,T0000085,SD
flat-mz,0.128,,50700,,43400,,42400,,,43900,,T0000085,SD
flat-mz,0.1192,,52200,51200,,44400,45800,45800,45800,,,T0000085,SD
flat-mz,0.1075,,,,,,53200,52700,52200,51700,,T0000085,SD
flat-mz,0.089,,48300,47800,,,,,,46800,,T0000085,SD
flat-mz,0.1387,,,41000,41900,,,,,,,T0000085,SD
flat-mz,0.1228,,50700,,,43400,,,48800,,,T0000085,SD
flat-mz,0.024,,,,,48800,,45400,45400,44900,,T0000085,SD
flat-mz,0.1044,,,,,,,,,,,T0000085,SD
flat-mz,0.0445,,47800,47300,,44900,44900,44900,46300,47800,,T0000085,SD
flat-mz,0.0332,,,,51200,51700,51700,51700,51700,,,T0000085,SD
flat-mz,0.0578,,50200,49800,49800,49300,48800,48300,,,,T0000085,SD
flat-mz,0.0655,,51200,51200,51200,50200,,49300,43900,43900,,T0000085,SD
flat-mz,0.1428,,55100,,,48300,43900,43400,,48800,,T0000085,SD
flat-mz,0.128,,51700,47800,43400,42900,43400,52700,51700,50700,,T0000085,SD
flat-mz,0.0942,,,,,,43400,,,,,T0000085,SD
flat-mz,0.1592,,45400,,44400,,41900,,40000,,,T0000085,SD
flat-mz,0.1433,,,,,,,49300,,42400,,T0000085,SD
flat-mz,0.1402,,43900,44900,,48800,48300,44400,43400,,,T0000085,SD
flat-mz,0.1157,,50200,,,44900,,,,,,T0000085,SD
flat-mz,0.0394,,,,,49300,49800,49800,50200,49800,,T0000085,SD
flat-mz,0.089,49800,50200,50700,,,48800,48300,48300,43900,,T0000085,SD
flat-mz,0.1679,47300,46300,42900,42900,45800,45800,41900,52700,,,T0000085,SD
flat-mz,0.0947,48800,48300,47800,47300,47300,43400,43400,43400,47800,43400,T0000085,SD
flat-mz,0.1479,50200,48800,43900,,46300,45800,45800,46800,,,T0000085,SD
flat-mz,0.0706,48300,,46300,,42400,42400,42900,,,,T0000085,SD
flat-mz,0.1643,,41900,41900,41000,41500,42900,47800,42400,41900,,T0000085,SD
flat-mz,0.1648,,,,,,,,40500,40500,,T0000085,SD
flat-mz,0.0926,,51200,49800,43900,42900,41900,,42400,42900,,T0000085,SD
flat-mz,0.0696,,,48800,48300,43900,,43400,43400,42900,42400,T0000085,SD
flat-mz,0.1131,,,41500,41000,,47300,47300,42900,42400,,T0000085,SD
flat-mz,0.1638,,,,,46300,43400,,40500,40500,,T0000085,SD
flat-mz,0.0573,51200,,51700,51200,,,,,,,T0000085,SD
flat-mz,0.1341,53700,,47300,,49800,41900,42400,41500,41900,42900,T0000085,SD
flat-mz,0.0378,,45800,46800,46300,46800,50700,50700,50700,45400,,T0000085,SD
flat-mz,0.0522,,,,,,46800,,44900,,,T0000085,SD
flat-mz,0.0522,41900,45400,,,45400,44400,43900,43900,43900,,T0000085,SD
flat-mz,0.2176,,,,,,,,,,,T0000085,SD
flat-mz,0.1126,,42900,42900,43400,,47300,42900,41000,,,T0000085,SD
flat-mz,0.0593,,,,,49300,49800,50200,49800,48800,,T0000085,SD
flat-mz,0.0399,44400,45800,46800,46800,46800,47300,47300,47300,43900,,T0000085,SD
flat-mz,0.0512,,44900,50200,50700,50700,51700,,,,,T0000085,SD
flat-mz,0.0901,,48800,47800,47300,42900,42900,42900,42900,44400,48800,T0000085,SD
flat-mz,0.1443,,41500,41900,42900,42900,42900,48300,49800,49300,,T0000085,SD
flat-mz,0.0957,42400,,51700,51700,51700,51700,51700,51200,48300,,T0000085,SD
flat-mz,0.1735,,44400,42900,,,48300,44900,43900,42900,,T0000085,SD
flat-mz,0.0716,,48800,48800,48800,48800,48300,42900,42900,43900,,T0000085,SD
flat-mz,0.1684,44400,43900,47800,47300,42900,,42400,41500,41000,,T0000085,SD
flat-mz,0.0665,,50200,49300,,43400,,,43900,48800,43900,T0000085,SD
flat-mz,0.1387,,50200,,43900,43400,42900,42400,,42400,,T0000085,SD
flat-mz,0.2437,,42400,41900,,46300,46800,46300,,,44400,T0000085,SD
flat-mz,0.0783,,47800,47300,47300,,43400,,43400,94700,,T0000085,SD
flat-mz,0.2114,,47800,41500,43900,48800,42400,41500,41000,,,T0000085,SD
flat-mz,0.0399,48800,49300,49300,49300,48300,,,45400,45800,,T0000085,SD
flat-mz,0.0588,51700,52200,52200,52200,51700,,,47300,53200,,T0000085,SD
flat-mz,0.0727,,,,,,,51700,50700,45800,,T0000085,SD
flat-mz,0.0778,44400,48300,48800,43400,43400,42900,42400,42400,43400,43900,T0000085,SD
flat-mz,0.1945,,49300,48800,48300,42900,,,46300,50200,,T0000085,SD
flat-mz,0.0486,,,,49800,49800,48800,48300,45400,43900,,T0000085,SD
flat-mz,0.0424,,47800,47300,,,45400,49800,50200,50200,49800,T0000085,SD
flat-mz,0.0829,,47300,46300,44900,43400,42900,42900,42900,43900,,T0000085,SD
flat-mz,0.1085,49800,50200,,,,43900,47800,46300,,,T0000085,SD
flat-mz,0.0977,42900,46300,46300,42900,42400,42400,42900,,,43400,T0000085,SD
flat-mz,0.044,,,42400,42400,41900,,43400,43400,42900,,T0000085,SD
flat-mz,0.0506,,,,44400,44900,,,45400,,,T0000085,SD
flat-mz,0.1131,,50200,49800,49800,44900,44400,43900,43900,43900,43400,T0000085,SD
flat-mz,0.1141,42400,44900,,,43400,42900,,,,,T0000085,SD
flat-z,0.1244,,41500,41500,41000,,,,,,,T0000085,SD
flat-z,0.1433,,42900,41900,42400,43900,49300,48300,42400,41900,,T0000085,SD
flat-z,0.2242,,,40500,,40500,40500,40000,,58500,55600,T0000085,SD
flat-z,0.0942,,40500,40500,41000,,,,,,,T0000085,SD
flat-z,0.086,,,,46800,45400,43400,43400,43400,44400,,T0000085,SD
flat-z,0.1228,,43400,43900,49800,48300,44400,42900,42900,42900,,T0000085,SD
flat-z,0.1003,,,,42400,,42400,42900,47300,,,T0000085,SD
flat-z,0.0634,,49800,49800,49800,49300,42900,41900,41900,,,T0000085,SD
flat-z,0.0701,,,,,,,,,51700,,T0000085,SD
flat-z,0.1807,,43400,,,,51200,,42400,44900,,T0000085,SD
flat-z,0.2304,,,,,46800,,,,,,T0000085,SD
flat-z,0.1694,,,,,46800,41500,,,,,T0000085,SD
flat-z,0.1346,,,,43900,41900,,41000,,,,T0000085,SD
flat-z,0.1479,43900,43900,42400,41900,42400,42400,41900,41900,41900,,T0000085,SD
flat-z,0.1233,,44900,43900,42900,42900,,,,,,T0000085,SD
flat-mz,0.1725,,,,,,,,,,,T0000085,SD
flat-mz,0.1408,,41500,,,48800,47300,44900,44400,44400,,T0000085,SD
flat-mz,0.0757,,,43400,,49800,,,,,,T0000085,SD
flat-mz,0.1018,,,,52200,51200,49800,,,50200,,T0000085,SD
flat-z,0.1111,,,,,,,47800,43900,44400,43900,T0000085,SD
flat-z,0.1264,42900,43400,42400,41500,41500,42400,47800,43400,42900,,T0000085,SD
flat-z,0.1085,,,,,,50700,48800,42900,43900,45800,T0000085,SD
flat-z,0.1408,,,,47800,47300,42900,42400,,44400,,T0000085,SD
flat-mz,0.1679,,43400,43900,46800,,45400,,,42400,,T0000085,SD
flat-mz,0.2099,,41900,,,45400,41500,42900,,41000,,T0000085,SD
flat-mz,0.153,,41900,,45800,42900,41900,41900,43400,45800,,T0000085,SD
flat-z,0.0655,55600,,49300,48300,48800,48300,47800,43900,,,T0000085,SD
flat-z,0.109,,,54100,52700,52200,51700,,51700,51200,51200,T0000085,SD
flat-z,0.067,,,,43400,43900,43900,,,,,T0000085,SD
flat-z,0.068,,51200,50700,,,,52700,54600,44400,,T0000085,SD
flat-z,0.0962,,,57100,56100,56100,,50200,50200,49800,49300,T0000085,SD
flat-z,0.0824,51200,,49800,49800,,48800,49300,49300,49800,50200,T0000085,SD
flat-mz,0.0849,,,52200,51700,52200,51700,52200,43900,,,T0000085,SD
flat-mz,0.194,,,46800,42900,42900,47800,47800,47800,47800,,T0000085,SD
flat-mz,0.2411,,43400,42900,42900,43400,41900,43400,45800,42400,,T0000085,SD
flat,0.0143,,51200,51700,51700,52200,52200,52700,,,,T0000085,SD
flat,0.0261,,,,,,,,,,,T0000085,SD
flat,0.0414,,,,49300,48800,48300,48300,47800,47800,,T0000085,SD
flat,0.0184,,,52200,,,,,,,,T0000085,SD
flat,0.0696,,,,,,,,,,,T0000085,SD
flat,0.1049,58500,57100,,54600,,,,,,,T0000085,SD
flat,0.0732,46300,46300,,,,,,,,,T0000085,SD
flat,0.0537,,,,,42400,,,41500,,,T0000085,SD
flat,0.0757,,42400,42400,,,,41000,,41500,,T0000085,SD
flat,0.0834,,,,41000,,,,,,,T0000085,SD
flat,0.067,,,,41500,41000,,,41000,41000,42400,T0000085,SD
flat,0.0122,,49300,49800,49800,49800,49800,49800,49800,,,T0000085,SD
flat,0.0199,,,41900,,,,,,,,T0000085,SD
flat,0.0542,,,,,,,50700,50700,50200,50200,T0000085,SD
flat,0.0604,,41000,41000,41500,41500,,,,,,T0000085,SD
flat,0.0486,,42900,42900,42400,,42400,42400,42400,42900,,T0000085,SD
flat,0.089,,42400,,,,,,,,,T0000085,SD
flat,0.0604,44900,43900,42900,,,41500,41000,,,,T0000085,SD
flat,0.0911,42400,42900,42400,,41000,41000,40500,40500,40500,40500,T0000085,SD
flat,0.0327,,50700,50200,50700,51200,51200,51700,52200,52200,52200,T0000085,SD
flat,0.065,,,,,,,,,,,T0000085,SD
flat,0.0885,,,,,,,,,,,T0000085,SD
flat,0.0993,,,,,,,,,,,T0000085,SD
flat,0.0302,,42400,,,41900,41900,41900,42400,42900,,T0000085,SD
flat,0.0332,,,,,,,,,,,T0000085,SD
flat,0.0368,,,,,,,,,,,T0000085,SD
flat,0.0742,,,,,,,,,,,T0000085,SD
flat,0.043,,41900,41500,,,,40500,40500,40500,,T0000085,SD
flat,0.0542,,,,,,,,,,,T0000085,SD
flat,0.0568,,,,,,,,,,,T0000085,SD
flat,0.0721,45800,,,,,,,,,,T0000085,SD
flat,0.1505,55600,53200,,49300,48300,49300,,,,,T0000085,SD
flat,0.0286,,,49800,49800,,50700,49800,,,,T0000085,SD
flat,0.0225,,,,,40500,40500,,,,,T0000085,SD
flat,0.0716,,,,,,,,40500,,,T0000085,SD
flat,0.0742,,,41000,40000,,,,,,,T0000085,SD
flat,0.0143,,52200,52200,52200,52200,51700,51700,51200,51200,,T0000085,SD
flat,0.068,,,,,,,40500,41000,41900,,T0000085,SD
flat,0.0583,,,43900,,41900,41000,41000,41000,,43400,T0000085,SD
flat,0.132,,,,41000,,,,,,,T0000085,SD
flat,0.1264,,,,,,,,,,,T0000085,SD
flat,0.0486,42400,41900,41500,40500,40000,,39500,39500,,,T0000085,SD
flat,0.0957,,,,,,,,39500,,,T0000085,SD
flat,0.045,,,,,,,,40000,40500,,T0000085,SD
flat,0.0317,43400,43400,42900,42400,41500,41000,40000,40000,,,T0000085,SD
flat,0.1008,,,40500,,,,40000,40000,,38500,T0000085,SD
flat,0.0972,,40000,40000,39500,,,,,,,T0000085,SD
flat,0.0419,,,,,,,,,,,T0000085,SD
flat,0.0522,,,,,,,,,,,T0000085,SD
flat,0.0542,45400,44900,,,,,,,,,T0000085,SD
flat,0.0865,51700,,,,,,,,47800,,T0000085,SD
flat,0.0609,,,,,,,,,,,T0000085,SD
flat,0.0926,,,,48800,,,,44900,,,T0000085,SD
flat,0.128,,,,,,,,,,,T0000085,SD
flat,0.0788,,,42400,41900,,,,41500,41500,,T0000085,SD
flat,0.0578,43400,,41900,,,,,,,,T0000085,SD
flat,0.1474,41500,,,,,,,,,,T0000085,SD
flat,0.0701,,,,,,,,,,,T0000085,SD
flat,0.0261,,,,,,,,,,,T0000085,SD
flat,0.0296,,,,,,,,,,,T0000085,SD
flat,0.1382,,,40000,,,,39500,,,,T0000085,SD
flat,0.0332,,39500,39500,39500,,39000,,,39000,,T0000085,SD
flat,0.0337,,,,,,,,,,,T0000085,SD
flat,0.0517,,40500,40500,40000,40000,39500,39500,39500,39000,,T0000085,SD
flat,0.0696,,,,,,,,,,,T0000085,SD
flat,0.0721,,44900,,,,,,,,,T0000085,SD
flat,0.0312,,,,,,,,,,,T0000085,SD
flat,0.0655,,52200,,,,,,,,,T0000085,SD
flat,0.0645,,,,,,,,,51700,,T0000085,SD
flat,0.025,,,,,,,,,,,T0000085,SD
flat,0.0542,,,,,,,,,,,T0000085,SD
flat,0.0276,,,,,,,,,,,T0000085,SD
flat,0.0296,,,,,41900,,,,,,T0000085,SD
flat,0.0931,,,,,,,,,,,T0000085,SD
flat,0.0179,54100,54100,,,54600,,,,,,T0000085,SD
flat,0.0783,,,,,,,,,,,T0000085,SD
flat,0.0552,,,,,,,,41900,,,T0000085,SD
flat,0.0332,,,41500,41500,41500,41500,41900,41900,42400,,T0000085,SD
flat,0.0481,44400,42900,42400,41900,41000,,40500,41000,41500,,T0000085,SD
flat,0.0742,,,,,,,,,,,T0000085,SD
flat,0.132,,,,,,,,,,,T0000085,SD
flat,0.1192,,,,,,,,,,,T0000085,SD
flat,0.0645,45400,,44400,43400,42400,,,,,,T0000085,SD
flat,0.0353,,52200,,52700,,54100,54600,55100,,,T0000085,SD
flat,0.214,,42400,,41500,,,42400,,,,T0000085,SD
flat,0.0834,,,,,,,,,,,T0000085,SD
flat,0.132,,,42900,,,,,42900,42900,,T0000085,SD
flat,0.0168,,,,,,,41900,,,,T0000085,SD
flat,0.0225,,,,,,,,,,,T0000085,SD
flat,0.1745,,,,,,,,,,,T0000085,SD
flat,0.1408,,,,,,,,,,,T0000085,SD
flat,0.0389,42900,42900,,,,,,41500,41500,,T0000085,SD
flat,0.0655,,,,,,,,,,,T0000085,SD
flat,0.0276,,,,39500,,,,,,,T0000085,SD
flat,0.0552,,,,,38500,38500,38500,38500,38500,,T0000085,SD
flat,0.0384,,,,,,,,51200,50700,,T0000085,SD
flat,0.088,,,,,,,,,,,T0000085,SD
flat,0.0271,,,,78100,77600,,,,,,T0000085,SD
flat,0.0563,,,,,,,,,,,T0000085,SD
flat,0.0471,,,,,,,50200,,,,T0000085,SD
flat,0.0675,,,,,,,,,,,T0000085,SD
flat,0.0209,,,,,,51200,,52200,,,T0000085,SD
flat,0.0578,,44400,44400,43900,43400,43900,,44400,45400,45400,T0000085,SD
flat,0.0445,,,,,,,,,,,T0000085,SD
flat,0.0501,,,,,,,,,,,T0000085,SD
flat,0.0517,,,44400,,,,43400,,,,T0000085,SD
flat,0.0399,,,48800,,49300,50200,50200,50700,51200,,T0000085,SD
flat,0.0204,51700,52200,52200,52700,52700,53700,54100,55100,55600,55100,T0000085,SD
flat,0.0184,49800,50200,50200,50200,50200,50200,50700,50200,49800,,T0000085,SD
flat,0.0302,36600,52700,52200,,,,,,,,T0000085,SD
flat,0.0332,,,41500,41500,41900,41900,41500,41500,41000,,T0000085,SD
flat,0.0189,40500,,,,41900,,,,,,T0000085,SD
flat,0.046,,,,,,,,,,,T0000085,SD
flat,0.0486,,,,,,,,,,,T0000085,SD
flat,0.0517,,,,42400,41900,42400,42400,,,,T0000085,SD
flat,0.1013,,,,,,,,,,,T0000085,SD
flat,0.0977,44400,,,,,,,,,,T0000085,SD
flat,0.068,,42900,,41000,41000,,,,,,T0000085,SD
flat,0.1459,,,39500,39000,39000,39500,40500,,40000,,T0000085,SD
flat,0.1346,40000,,,,,,,,,,T0000085,SD
flat,0.0389,40000,,,40000,,39500,39500,,39000,,T0000085,SD
flat,0.0424,41000,,41000,40500,40500,40000,40000,39500,39500,,T0000085,SD
flat,0.0506,41000,,,,,,,,,,T0000085,SD
flat,0.066,41000,,,,39500,39500,,,,,T0000085,SD
flat,0.0706,,41000,40500,,39000,,,,38500,,T0000085,SD
flat,0.0778,,41500,41000,40500,,39500,39500,39500,40000,,T0000085,SD
flat,0.0588,,,,,,,39000,,,,T0000085,SD
flat,0.0419,,,43900,,42400,,,,42900,,T0000085,SD
flat,0.0778,40500,40500,40000,39500,39000,39000,,,39500,39500,T0000085,SD
flat,0.0972,,41900,41500,40000,39500,39500,39500,,,,T0000085,SD
flat,0.0445,,,42400,41500,41000,41000,,41000,41000,,T0000085,SD
flat,0.0517,49800,49800,49800,,48800,,,,48300,,T0000085,SD
flat,0.0527,,,,,39500,40000,,,,,T0000085,SD
flat,0.0614,,,,,,45800,,46800,47800,,T0000085,SD
flat,0.067,,,40500,,,,,,,,T0000085,SD
flat,0.1285,,,43400,,,,,,,,T0000085,SD
flat,0.0691,,,53700,52200,,,,,,,T0000085,SD
flat,0.0645,,,,,,,,,,,T0000085,SD
flat,0.1208,,,,,,,,,,,T0000085,SD
flat,0.0634,,46800,44900,,,,43400,,,,T0000085,SD
flat,0.132,,,,42400,,42900,42900,,,,T0000085,SD
flat,0.1105,,,,,40000,40000,40000,,,,T0000085,SD
flat,0.0711,,,,,,,,,,,T0000085,SD
flat,0.0742,,,,,,,,40000,,,T0000085,SD
flat,0.0732,,,38500,,38500,38500,,,,,T0000085,SD
flat,0.0532,,40000,40000,,,,,,,,T0000085,SD
flat,0.0573,,45800,45800,,,42900,,42400,42400,41900,T0000085,SD
flat,0.0512,,42900,,,,,,,,,T0000085,SD
flat,0.0855,,,,,,,,,,,T0000085,SD
flat,0.0481,,,,43900,,,,,,,T0000085,SD
flat,0.0404,,,,,,,,,,,T0000085,SD
flat,0.0481,,,,,,,,,38500,,T0000085,SD
flat,0.0389,,,,,,,,,,,T0000085,SD
flat,0.0337,,,,43900,44400,43900,43900,44400,,,T0000085,SD
flat,0.043,,,,,,,,,,,T0000085,SD
flat,0.0209,,,,,,,,50200,50200,,T0000085,SD
flat,0.0343,,52200,,52200,,52200,51200,50700,50700,,T0000085,SD
flat,0.0819,,,,,,,,,,,T0000085,SD
flat,0.0235,,,,,,,,,42400,,T0000085,SD
flat,0.1377,,42900,42400,42900,42900,,,43400,,,T0000085,SD
flat,0.0353,46800,45800,45400,44900,44900,44900,44400,43900,43900,,T0000085,SD
flat,0.067,44900,44900,44400,42900,41900,,41000,40500,,,T0000085,SD
flat,0.129,,,,,43900,,,,,,T0000085,SD
flat,0.086,,,,,,,,,,,T0000085,SD
flat,0.0168,,,,,,41900,,,,,T0000085,SD
flat,0.0404,,,,,,,,,,,T0000085,SD
flat,0.0399,,,,42400,,,,,,,T0000085,SD
flat,0.065,,,42900,,,,,,,,T0000085,SD
flat,0.0645,,,,,,,,,,,T0000085,SD
flat,0.0931,,,,,,,,,,,T0000085,SD
flat,0.108,43400,42400,41000,,,,,,,,T0000085,SD
