"f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","f20","f21","f22","f23","f24","f25","f26","f27","f28","f29","f30","f31","f32","f33","f34","f35","f36","f37","f38","f39","f40","f41","f42","f43","f44","f45","f46","f47","f48","f49","f50","duration","label","file","strain"
41000,41500,41500,41000,41000,40949.000904737,40736.4798520487,40500,40500,41000,41000,41000,41000,41000,41000,40500,40500,40500,40500,40500,40500,40500,40500,40500,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500.000110104,0.0424,"flat","T0000085","SD"
41000,41500,41500,41500,41500,41500,41500,41915.9315186047,42805.7128924779,44100.7935096595,45732.6227581896,47632.6500261082,49732.3247014553,51963.0961722709,54256.413826595,56543.7270524677,58756.485237929,60826.1377710189,62684.1340397774,64261.9234322446,65490.9553364604,66302.6791404649,66628.5442322981,66400,65615.3608911471,64540.4015914618,63507.761846203,62850.0814006294,62900,63400,62900,62900,62500,62500,62000,62900,62900,62500,62500,62500,62500,62500,63400,62900,63400,62900,62485.9210795737,62500,62794.5394602131,63400,0.043,"step up","T0000085","SD"
41325.9482059385,41441.9827353128,41500,41500,41500,41500,41000,41000,41000,41000,40500,40500,40281.197481722,40000,40000,40000,40000,39500,39116.3935408563,38972.4443851955,38967.273036937,39000,39000,39000,38996.6626094384,38986.3458765232,38969.747871489,38947.5666645706,38920.5003260027,38889.2469260199,38854.5045348568,38816.9712227482,38777.3450599287,38736.324116633,38694.6064630957,38652.8901695516,38611.8733062353,38572.2539433815,38534.7301512248,38500,38500,38639.6857042384,38847.5122357358,39000,39000,38842.9905190588,38500,37929.3617761568,37089.4091808627,37725.4380079084,0.0706,"flat","T0000085","SD"
41501.1101779671,41500,41500,41500,41500,41500,41500,41500,41000,41000,41000,41000,41000,41000,41000,40500,40500,40500,40500,40000,40500,40000,39842.2551896687,40000,40000,40112.9776786287,40000,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,40000,39500,39500,39500,40000,40000,40000,40000,40000,40015.841544612,40047.5246338361,40095.0492676721,0.0778,"flat","T0000085","SD"
25061.2002939058,34296.7201763432,43532.2400587811,47300,47300,45307.6500367382,43400,42900,42400,41903.078710323,41561.6856122517,41418.753159019,41517.2138038575,41900,42400,42400,42400,42404.5632677221,42371.8218668561,42306.5603052551,42213.5630907725,42097.6147312616,41963.4997345756,41816.0026085678,41659.9078610915,41500,41317.5781620985,41000,40500,40000,39500,39500,39500,39000,38751.2402368364,38500,38000,38000,38000,38000,38500,38500,38500,38500,39000,39500,39431.6646394074,38294.9939182223,35589.9878364446,37105.1065668613,0.1786,"flat-mz","T0000085","SD"
33867.3423205371,35249.846282189,36632.3502438409,37826.2305892453,39555.7383535472,40977.8691767736,42092.6230589245,42900,43400,43400,42900,43900,43894.3611731248,43400,43400,42900,42900,42900,42900,42900,42900,42900,42400,42900,38483.3602883762,42795.8886026759,42791.1668551325,42400,42400,41190.6574380277,41244.8106554492,41876.5585451461,42400,42400,42400,42589.8006917627,42908.8934697263,43270.3143723892,43587.0994382497,43772.2847058061,43738.9062135568,43400,42900,42900,42900,42900,42900,42887.1981445932,42861.5944337795,42823.188867559,0.0419,"flat","T0000085","SD"
39350.8544078429,41000,41000,40500,40500,40000,40000,40000,39500,39500,39500,39000,38870.5100248939,39000,39000,39000,39500,39500,39500,39500,39500,40000,40000,40000,40000,40000,40000,40000,40500,40500,40500,40500,47300,47300,46800,46800,42400,40883.3066072864,41900,42714.1139786847,42927.4348846312,42726.1871943169,42296.5953842192,41824.8839308156,41497.2773105834,41500,41900,42400,42900,42900,0.1505,"flat-z","T0000085","SD"
40500,41000,41000,41000,41000,40500,40500,40500,40000,40000,40000,40000,40000,40000,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39000,39500,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,49800,49800,49800,49300,49300,49300,49300,49300,49800,49800,49800,49300,0.132,"step up","T0000085","SD"
41000,41000,41000,41000,41000,41000,40500,40500,40500,40500,40500,40000,40000,40000,40000,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,0.0952,"flat","T0000085","SD"
40500,40500,40500,40508.688370507,40500,40500,40500,40000,40000,40000,39500,39500,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39500,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39500,39500,0.1239,"flat","T0000085","SD"
40171.8824233456,40000,40000,40000,39763.6542445542,39500,39451.2433247014,39500,39500,39500,39500,39500,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39500,39500,39500,39500,39500,39500,39500,39500,39500,39000,39000,39000,39000,39000,39000,39000,39000,38500,39000,38500,38867.5346863388,0.1146,"flat","T0000085","SD"
41500,41900,41900,41900,41900,41900,41900,41900,41500,41500,41500,41000,41000,40500,40500,40500,40000,40000,40000,39500,39500,39500,39500,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,0.0942,"flat","T0000085","SD"
41000,41000,41000,40500,40500,40500,40500,40000,40000,40000,40000,40000,39500,39500,40000,39873.0018031824,39500,39500,39500,39000,39000,39000,39000,39000,39000,39000,39000,39000,38500,38500,38500,38580.7834637899,38750.8999229724,38920.5664206687,39000,38929.2609235084,38767.7823314189,38604.8405833774,38529.7120390299,38631.6730580221,39000,39500,39500,39500,39500,39492.8374764512,39489.2562146767,39489.2562146767,39492.8374764512,39500,0.0778,"flat","T0000085","SD"
41775.4177301442,41707.7165239216,40808.4471889045,42400,42400,41900,41900,41900,41900,41900,41500,41500,41000,41000,40752.1365915622,40500,40500,40000,40000,40000,39740.9471502241,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39498.8240031797,39495.1904268504,39487.8737808161,39475.6485748808,39457.2893188483,39431.5705225226,39397.2666957075,39353.1523482071,39298.0019898252,39230.5901303657,39149.6912796326,39054.0799474298,38942.5306435612,38813.8178778308,38666.7161600424,38500,0.0972,"flat","T0000085","SD"
42400,42400,42400,42400,42400,41900,41900,41900,41900,41500,41900,41500,41500,41000,41000,41000,41000,40500,40500,40500,40000,40000,40000,40000,40000,39500,39500,40000,39500,39500,39500,39500,39500,39500,39500,39000,39500,39000,39000,39000,38317.0960507025,38461.6679073856,38364.2361863079,38266.8044652302,38169.3727441525,38071.9410230748,37974.5093019971,37877.0775809194,37779.6458598418,37682.2141387641,0.0727,"flat","T0000085","SD"
42400,42400,42400,41900,41900,41699.4283470282,41500,41500,41000,41000,41000,41000,40500,40500,40500,40500,40000,40000,40000,40000,40000,39500,39500,40000,39500,39500,39500,39500,39500,39500,39500,40000,40000,40000,40000,40000,40000,40000,40500,40000,40500,40500,40500,40500,40500,41000,41000,41000,41000,41000,0.0808,"flat","T0000085","SD"
40000,40500,40500,40000,39920.8675374828,40095.3130082633,40000,39500,39500,39500,39500,39586.4291678108,39707.4831054409,39786.2644851826,39745.8759793282,39509.4202601699,39000,38500,39000,39345.2012162873,39296.1659090457,39024.5299936605,38701.9293855169,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,39000,39000,39000,39609.7278764709,0.0583,"flat","T0000085","SD"
43400,43400,43400,42900,42900,42900,42400,42400,42400,41900,41900,41900,41500,41500,41500,41500,41000,41000,41000,40500,40500,40500,40500,40500,40000,40000,40000,40000,40000,40000,40000,40000,40000,39500,40000,39500,39500,40000,39500,39500,40000,40000,39500,40000,40000,40000,40000,40000,40000,40000,0.0691,"flat","T0000085","SD"
42900,42400,42400,42400,42400,42400,42400,42400,42400,42400,41900,41900,41900,41500,41500,41500,41500,41500,41000,41000,41000,41000,41000,40500,40500,40500,40500,40500,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,39992.4686979928,39980.0566153006,39968.6837280393,39964.2700123248,39972.7354442731,40000,40000,40000,40500,40000,0.0547,"flat","T0000085","SD"
41433.4766247286,41452.4833033776,41468.3222022517,41480.993321351,41490.4966606755,41496.8322202252,41500,41500,41500,41500,41464.4504714158,41440.5161353393,41500,41500,41000,41000,41000,41000,41000,41000,40500,40500,40500,40481.3030285871,40484.9485068188,40496.1197316411,40500,40500,40500,40500,41000,41000,40500,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41500,0.0701,"flat","T0000085","SD"
42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,0.0296,"flat","T0000085","SD"
48800,47800,47800,47800,47300,47300,46800,46300,46300,45800,45400,44400,43900,43400,43400,43400,43142.4014053932,42900,42900,42900,42900,42900,42900,42900,42400,42400,42400,42400,42400,42400,42402.8639333798,42404.4637446092,42400,42400,42400,42400,42900,42900,42900,42786.3879776191,42621.3964292585,42595.7066662686,42900,43400,43400,43900,43900,44400,44400,46300,0.0619,"flat","T0000085","SD"
37866.4555717876,38420.7863105104,38975.1170492333,39529.4477879561,40083.7785266789,40638.1092654017,41192.4400041245,41746.7707428473,42286.9295406353,42900,42900,42900,43400,43271.4996731381,42900,42900,42900,42900,42900,42900,42900,42900,43112.8571764963,43400,43537.8066191574,43400,42900,42400,42900,42900,42900,42900,42900,42900,42900,42900,42900,42400,42400,42900,42900,42900,42900,42900,42900,42900,42400,42705.7816155577,42400,42684.035581608,0.0322,"flat","T0000085","SD"
42296.0212699674,42258.8747552472,42221.7282405271,42184.5817258069,42400,42098.7531082348,41948.7531082348,41900,41900,41900,41900.0936967754,41900,41900,41900,41900,41900,41500,41500,41500,41500,41500,41000,41900,41500,41500,41500,41500,41500,41500,41500,41500,41000,40708.7329745253,40721.7609121407,40873.9083936858,41000,41000,40993.3117956567,41000,41000,41000,41000,41000,41500,41000,41000,41000,41000,41500,41220.8116704208,0.0445,"flat","T0000085","SD"
43402.3845917741,43349.0650965278,43295.7456012815,43242.4261060351,43189.1066107888,42072.6774390659,43400,43029.1481250498,42975.8286298034,42922.5091345571,42869.1896393107,42815.8701440644,42762.5506488181,42709.2311535717,42655.9116583254,43865.5380661158,43340.0811071757,42838.8700057721,42400,42066.3582994883,41900,41900,41858.4961175955,41756.4603819338,41639.0164171297,41551.2878472984,41538.3982965547,41645.4713890138,41917.6307487906,42400,42900,42900,43400,43400,42900,42900,42900,42900,42900,42900,42900,42900,42400,42400,42400,41900,41900,42400,42900,42892.3927949322,0.1361,"flat","T0000085","SD"
49800,49800,49800,49800,49800,49800,49300,49300,49300,48800,48800,43900,43400,43400,43400,43400,42900,42900,42900,42900,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,41900,42400,41900,41900,42400,41900,41900,42400,42400,42400,42400,42400,42400,42900,42900,42900,42900,42900,42900,42895.8549489035,0.0599,"flat-z","T0000085","SD"
50700,51200,51200,51700,51700,51700,51700,51700,52200,52200,52200,52200,52200,52200,52700,52700,53200,53200,53200,53200,53700,53700,53700,53700,53700,54100,54100,54100,54100,54100,54100,54100,54100,54100,54600,54600,54600,54600,54600,54600,54600,55100,55100,55100,55100,55100,55115.4627948863,55146.3883846589,55192.7767693178,55254.6279488631,0.0343,"flat","T0000085","SD"
52046.2482772195,51873.1241386098,51757.7080462033,51700,51700,51700,51700,52200,52200,52200,52200,52200,52200,52200,52700,52700,52700,53200,53200,53200,53200,53200,53200,53200,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,54100,54100,54100,54100,53700,53700,53700,53700,53700,53700,53700,53700,0.0107,"short","T0000085","SD"
49800,50200,50200,50200,50200,50200,50200,49800,49800,49800,49800,49800,49800,49300,49300,49300,49066.072073517,48728.1201322164,48457.1321541573,48424.0961173988,48800,49300,48800,48800,48800,48800,48300,48524.7495407418,48800,48300,47891.136959066,47750.8820218828,47760.1860737582,47800,47800,47800,47800,48300,48624.2425276753,48651.3204257473,48502.7381109456,48300,48300,48800,48800,48800,48800,48800,48800,48795.9543074019,0.0517,"flat","T0000085","SD"
96674.3599537382,88989.0457104301,81303.7314671221,73618.417223814,65933.1029805059,58231.7370698531,50610.5790232844,47800,47800,48300,47300,47300,47300,47300,47800,47300,47300,47487.7482955298,47300,46800,47315.9954485426,47800,47300,47300,47192.3994412117,47045.1369877532,47300,47800,47300,47800,47800,47800,47800,40011.6931387792,48105.446669612,48156.0546716046,48206.6626735972,40735.1190980649,48800,49300,49300,49300,49300,49323.0757412799,49379.3444691344,49514.0753263489,49772.537455709,50200,50700,50700,0.043,"flat-z","T0000085","SD"
50612.2874164486,49904.0958054829,49300,48800,48403.4558358762,48107.167659595,47907.2956535163,47800,47800,47800,47300,46895.6751751653,46744.2733620553,46800,46800,46300,46300,45057.2341626284,43400,42683.1836465978,42711.0009062214,42900,42788.2620772453,42400,41900,41483.8194040218,41184.4932963529,40989.6660902813,40886.9821990946,40864.0860360808,40908.6220145276,41008.2345477229,41150.5680489544,41323.2669315101,41513.9756086777,41710.3384937451,41900,41900,41500,41900,41900,42400,41900,42400,42400,42400,42341.6834574658,42400,42900,44106.6935319453,0.0952,"flat-z","T0000085","SD"
48924.6436859983,47800,47300,47215.4023037489,47300,47327.4380356717,47187.7343193411,46800,46300,46300,46300,46300,46300,46010.2772605611,45437.2025710145,44683.0173635983,43849.9630705506,43040.2811241096,42356.2129565133,41900,41736.0723268322,41777.6145693705,41900,41997.2669059318,42038.1136336814,42009.9035445903,41900,41900,42400,42400,42900,42778.6936801798,42400,42400,42400,42400,41900,42400,42400,42400,42400,41900,40391.3089661236,37373.9268983708,39922.537907962,39752.2920440571,39582.0461801522,39411.8003162473,39241.5544523424,39071.3085884375,0.1157,"flat-z","T0000085","SD"
48300,48300,48300,47800,47800,47300,46916.3590872094,46800,46800,46800,46800,46300,45920.456658919,45786.5170850688,45800,45800,45400,44422.7884317628,43400,42900,42900,42900,42400,42400,42400,42400,42400,42900,42400,42400,42900,42900,42900,42900,42900,42900,43400,43400,43256.0201047054,43400,43900,43900,42677.7283769662,39608.1851308985,42906.5261313331,42918.2737431352,42930.0213549373,42941.7689667394,42953.5165785414,42965.2641903435,0.0706,"flat-mz","T0000085","SD"
45996.4681884459,43900,43400,43400,42900,42400,41900,41900,41500,41106.1619802241,41000,41000,40500,40500,39500,40000,40000,40000,39500,39500,39500,39500,39500,39500,39000,39000,39500,39500,39500,39500,39500,40000,40000,40500,40500,41583.1847706416,43840.4141101942,46726.199160782,49695.0510645294,52201.4809635606,53700,54100,54600,55100,56100,57100,57600,58100,58100,57029.5937132283,0.1177,"step up","T0000085","SD"
50248.8993401461,50395.0990332937,50541.2987264414,50687.4984195891,50700,51200,51200,51200,51200,51200,51200,50700,51200,51200,51200,51200,51200,51200,51200,51200,50700,51200,51200,51200,51200,51200,50700,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,50700,50700,50700,51200,51200,51200,51200,51200,51215.7618294195,0.0363,"flat","T0000085","SD"
47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,0.004,"short","T0000085","SD"
44400,44900,44400,44400,44400,44400,44400,44400,43900,43900,43900,43900,43900,43900,43900,43900,43900,43400,43900,43900,43400,43900,43400,43900,43900,43900,43900,43900,43900,43900,43900,44400,44400,44400,44900,45400,45400,45400,45400,45400,45800,45800,45800,46300,45800,46300,46452.4898909616,46587.569268589,46722.6486462165,46857.728023844,0.0737,"flat","T0000085","SD"
46648.1320819145,46743.0495307179,46800,46818.9834897607,46800,46800,46800,46300,46300,45800,45800,45400,44900,44400,44400,44312.3935152505,44085.3415524389,43900,43900,43900,43400,43178.3059104428,43266.5250957252,43400,43400,43400,43400,43146.6369753402,42900,42963.7987282899,43209.3800114611,43400,43400,43400,43400,43400,43404.108523157,43412.325569471,43424.6511389419,43441.0852315699,43461.6278473548,43486.2789862967,43515.0386483956,43547.9068336515,43584.8835420643,43625.9687736342,43671.162528361,43720.4648062448,43773.8756072856,43831.3949314834,0.0634,"flat","T0000085","SD"
47375.9354634258,47300,47300,47349.7476305988,47401.6370609951,47402.7079608939,47300,47064.1126457904,46759.8845568296,46475.714189454,46300,46300,46300,45800,45400,45400,44900,44400,44900,44400,43900,44400,43900,43980.9957521716,44400,44342.3681632705,43900,43344.4815869831,42759.5999378949,42182.1923006304,41649.0959230846,42472.8523178565,42566.7653430612,42660.6783682659,42754.5913934706,42848.5044186753,41443.9399940269,42252.4653755738,43400,44400,43900,43900,43900,43900,43900,43878.3864039527,43835.1592118581,43770.3184237162,43683.8640395271,43575.7960592906,0.0481,"flat-z","T0000085","SD"
42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,41900,41900,41900,41900,41900,41900,41900.4561351109,41900.5023604452,41900.2933948466,41899.9839571589,41899.7287662261,41899.6825408919,41900,41900,41900,41900,41900,41900,41500,41500,41500,41500,41500,41500,41503.3149224806,41509.9447674418,41519.8895348837,41533.1492248061,41549.7238372091,41569.6133720928,41592.8178294571,0.004,"short","T0000085","SD"
45185.5635161,45223.2150386175,45260.866561135,45298.5180836525,45336.16960617,45373.8211286875,44912.0595635856,45180.1149758271,45400,45575.945405335,45712.1819610629,45812.9404364144,45882.4516006204,45924.9462229116,45944.6550725187,45945.8089186725,45932.6385306039,45909.3746775435,45880.2481287221,45849.4896533706,45821.3300207196,45800,45800,45861.0766267534,45969.9166819137,46097.3746061496,46214.30484013,46291.5618245239,46300,46248.744096368,46300,46565.2498950205,46800,46800,46800,46800,46800,47300,47300,47300,47300,47300,47800,47800,47800,47800,48300,48300,48300,48910.83663246,0.045,"flat","T0000085","SD"
43148.847757858,43266.4783444531,43384.1089310482,43501.7395176432,43619.3701042383,43737.0006908333,43854.6312774284,43972.2618640235,44089.8924506185,44207.5230372136,53142.848370203,46800,46800,47300,43400,43400,43400,42900,43400,42900,42900,42900,42900,42900,43400,43400,43400,48300,48300,47800,47800,47800,48300,48300,48300,47800,47800,48300,48300,48300,48300,47800,47800,47800,47800,42900,42900,41900,41500,44028.285634769,0.194,"flat-mz","T0000085","SD"
41544.7646630935,41500,41500,41500,41500,41900,41900,41900,42400,41900,41900,41900,41706.8718296221,41420.5128085226,41140.7178726122,40967.2819578012,41000,41265.7822227355,41500,41500,41500,41500,41500,41500,41908.3123366641,41900,41165.7890767474,42900,47800,47800,47800,47800,47800,47800,47300,47300,47300,47300,42400,42400,42400,42400,41900,41900,41500,41500,41500,41000,39522.21185225,36566.6355567499,0.1643,"flat-mz","T0000085","SD"
42611.0006260684,41500,41500,41900,41900,41500,41500,41500,41700.2883151508,41500,41500,41500,41500,41500,41500,41000,41000,40500,40500,42727.7146384181,40000,40000,65561.9824553561,42856.6356170927,42669.7983408132,42482.9610645336,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,39500,40000,40000,39878.0592835951,39834.3072880761,39817.647495621,39776.9833884078,39661.2184486146,39419.2561584193,39000,38500,38500,39302.8209343521,0.1295,"flat","T0000085","SD"
16156.2719436669,16156.2719436669,16156.2719436669,16156.2719436669,16156.2719436669,16156.2719436669,16156.2719436669,19328.8664095386,22501.4608754104,25674.0553412822,28264.9585587399,32619.506950011,35736.3871301685,37801.3133849268,39000,39500,39500,39500,39500,39000,39000,39500,39000,39500,39500,39500,39500,39000,40000,39501.9906359087,39000,40000,39500,39500,40000,40000,39500,39277.6387893844,39351.4246574424,39500,39550.863256108,39526.9370377165,39500,39500,39500,39500,39000,39500,39000,35269.3945724612,0.0819,"flat","T0000085","SD"
46478.3903410263,46300,46300,46300,46048.1979400626,45800,45800,45800,45800,45800,45800,45400,45400,45400,44900,44900,44823.0446113984,44591.0370609595,44400,44400,44400,43900,43498.5791640028,43326.0946668039,43304.3205876035,43355.0310056021,43400,43400,43428.4279263728,43424.2034161225,43282.877197811,42900,42400,42505.6575536906,42900,42900,42400,42900,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,0.0573,"flat","T0000085","SD"
42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,0.0061,"short","T0000085","SD"
45400,45400,45400,45400,45400,45367.5211463861,45298.0335412775,45196.8241700976,45069.18001827,44920.3880712183,44755.7353143661,44580.508733137,44399.9953129544,44219.482039242,44044.2558974234,43879.603872922,43730.8129511616,43603.1701175656,43501.9623575576,43432.4766565612,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43900,43900,43900,43900,43900,43400,43400,43400,43400,43400,42900,42900,42900,42900,42900,0.0051,"short","T0000085","SD"
44591.5551285987,44577.7263974016,44563.8976662046,44550.0689350076,44400,44522.4114726135,44508.5827414165,44494.7540102194,44480.9252790224,44467.0965478254,44453.2678166283,44439.4390854313,44425.6103542343,43900,44400,45024.1749395582,44900,43900,44400,44400,43900,43900,44400,44400,44400,44400,44400,44400,43900,44400,44400,44400,44400,43900,43900,43900,43900,43900,44400,44400,43900,44400,44400,44424.5281116124,44478.1120676332,44531.6960236541,44585.279979675,44638.8639356959,44692.4478917167,44746.0318477376,0.0337,"flat","T0000085","SD"
40443.283814256,40795.5225428373,41077.3135257024,41288.6567628512,41429.5522542837,41500,41500,41500,41500,41000,41500,41821.8310063571,41747.4685642469,41549.3718400133,41500,41812.8850437234,42465.8503033891,43377.7919443751,44467.6061320595,45654.1890318203,46856.4368090354,47993.2456290829,48983.5116573408,49746.1310591872,50200,50369.3807501526,50700,51200,50700,50700,50700,50200,50200,50200,50200,50200,51200,50200,49864.3174470667,50524.339364252,51397.1915993113,51700,51200,51200,51200,51200,51261.3087040368,51383.9261121105,51567.852224221,51813.0870403684,0.0465,"step up","T0000085","SD"
52569.3680780494,63212.9120520329,70827.7472312197,75913.8736156099,78971.2912052033,80500,81000,81000,81000,81000,81000,81000,81000,80500,81000,80500,80500,81000,80500,80500,80500,80500,80500,80500,80500,80500,80000,80000,80000,68235.4867076971,48329.5853225782,62441.1976347985,59486.8537475203,56532.5098602422,53578.1659729641,50623.822085686,47669.4781984078,44715.1343111297,36802.1131649704,40500,40000,34234.2163675838,29943.4148747391,26989.070987461,24034.7271001829,21080.3832129048,18126.0393256266,15171.6954383485,15171.6954383485,15171.6954383485,0.0373,"flat","T0000085","SD"
43164.5234114201,43093.3063210883,43022.0892307564,43400,42841.9034179807,42530.7923068696,42400,42381.2716891654,42400,42400,42400,42400,42400,42400,41900,41900,41867.7224631935,41688.2641461042,41500,41500,41900,42233.2441543173,42385.9429729794,42387.5771090988,42267.6272157878,42055.5739461588,41780.8979533242,41473.0798903963,41161.6004104876,40875.9401667104,40645.5798121771,40500,40455.0980370423,40472.43784517,40500,40500,40500,40500,40500,41000,41000,41000,41000,40992.9807698874,41000,41018.7774723654,41000,41000,41500,42919.7252747935,0.0762,"flat","T0000085","SD"
50700,50700,50700,50700,51200,51200,51200,51200,51700,51700,51700,51700,51856.3852168456,52173.4351379553,52583.7356700773,53019.8727199598,53414.4321943513,53700,53700,53200,53200,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53798.267282516,54100,0.0133,"flat-z","T0000085","SD"
41930.2865739002,41911.3574652126,41900,41896.2141782625,41900,41900,41900,41900,41500,41500,41500,41500,41500,41500,41500,41500,41000,41000,41000,41000,41000,40500,40500,40500,40456.197178916,40409.7086994667,40354.4739555914,40284.4323412295,40193.5232503204,40075.6860768035,39924.8602146182,39734.9850577039,39500,39597.4386106995,39502.2673834818,39407.0961562641,39311.9249290465,39216.7537018288,39121.5824746111,39026.4112473934,38931.2400201757,38836.0687929581,38740.8975657404,38645.7263385227,38550.555111305,38455.3838840874,38360.2126568697,38265.041429652,38169.8702024343,38074.6989752166,0.0527,"flat","T0000085","SD"
51735.7459615643,51717.8729807821,51705.9576602607,51700,51700,51700,51700,51780.9800150768,51924.8462421044,52081.2893480797,52200,52200,52200,52700,52200,52200,52200,52031.7108088757,51778.5883818639,51510.9047844363,51298.9320820644,51212.94234022,51323.2076243747,51700,52200,52200,52200,52200,51700,51700,51700,51700,51700,51700,51200,51085.7937488118,51200,51200,51200,50700,50700,50700,50700,50700,50700,51200,52727.1972227289,50931.669399619,50895.5488376169,50859.4282756147,0.0343,"flat","T0000085","SD"
53094.6304385523,53141.7212950624,53188.8121515725,53235.9030080826,53282.9938645927,53330.0847211028,53377.1755776129,53424.266434123,53471.3572906331,53518.4481471432,53565.5390036533,54100,54100,53700,53700,53700,53700,53700,53700,53700,53782.0265180256,53921.8695523278,54060.6993276171,54139.6860686043,54100,54100,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54100,54457.1742722376,54442.8945753382,0.0184,"flat","T0000085","SD"
43400,43400,43400,42900,43400,42900,42900,42900,42400,42229.3488905726,41900,41900,41900,41500,41626.5830934861,41291.5315363624,41000,41000,40733.8975905025,40278.6243163571,39934.0388840331,40000,40500,40615.152171306,40302.549168219,39782.3700794791,39274.7939938261,39000,39000,39000,39500,39000,35873.9019552033,28621.7058656099,21369.5097760164,21369.5097760164,21369.5097760164,21369.5097760164,21369.5097760164,21369.5097760164,21369.5097760164,21369.5097760164,21369.5097760164,21369.5097760164,21369.5097760164,21369.5097760164,21369.5097760164,21369.5097760164,21369.5097760164,21369.5097760164,0.0599,"flat","T0000085","SD"
48249.3245876743,47800,46893.4401419008,47300,47800,47300,46800,47300,46800,46800,45800,45800,46300,44900,44400,43900,43542.1385448841,43400,43400,43536.8870624157,43400,42900,42900,42400,42400,42400,41900,42400,41900,41900,41900,41900,42400,42400,42400,42400,42400,42400,42900,42400,42900,43400,43900,43900,44400,45400,45400,45800,45800,44426.9384281051,0.0814,"flat-mz","T0000085","SD"
43900,43900,43400,43900,43400,43400,43400,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43400,43900,43900,43400,43900,43900,43400,43184.9986506936,43257.6259227517,43400,43400,43400,43900,43400,43900,43400,43400,43400,43400,43400,43400,43400,0.0266,"flat","T0000085","SD"
42400,42400,41500,41500,41500,41531.8793936843,41648.6021171344,41791.0237820173,41900,41900,41900,42400,42400,42400,42400,42900,42400,42400,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43399.999889896,43399.999669688,43399.999339376,43399.9988989599,43399.9983484399,0.0174,"flat","T0000085","SD"
