"f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","f20","f21","f22","f23","f24","f25","f26","f27","f28","f29","f30","f31","f32","f33","f34","f35","f36","f37","f38","f39","f40","f41","f42","f43","f44","f45","f46","f47","f48","f49","f50","duration","label","file","strain"
42584.6925862382,45400,45400,44015.4328663989,42400,42400,44900,41900,41900,41900,41900,41900,44900,41900,45400,45400,45800,45800,45800,45800,45800,45800,45400,45400,45237.4138589276,44900,44900,45400,43900,44400,44900,44400,43900,44400,43900,42887.0385423882,41774.2973113949,40720.4995743398,39884.3685985425,39424.6276513226,39500,40000,40000,39500,39171.1762921404,39172.7057752842,39500,40000,40000,38975.7647415719,0.0926,"flat-z","T0000155","SD"
38376.676468294,38444.5293809101,38512.3822935262,38580.2352061423,38648.0881187584,38715.9410313745,38783.7939439906,38851.6468566067,35648.0838669009,39164.8171643735,41000,41497.2038023517,41000,39835.7770861749,38267.19181274,36540.7179962178,34902.8294531304,39530.1759827678,39598.0288953839,37113.0846147639,40500,40500,40500,40500,40500,40943.9805933737,41566.400963578,41905.6208519933,41500,40500,40500,40500,41000,41000,41000,41000,41500,41628.2644987551,41357.4491929505,41000,40805.5720146169,40772.6570407135,40836.9560595016,40934.1700521931,41000,41000,41000,41019.1366127346,41057.4098382037,41114.8196764073,0.0368,"flat","T0000155","SD"
41828.3949270455,41830.2287771745,41832.0626273035,41500,41900,41500,41900,41900,41900,41900,41846.7334283354,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41500,41900,41900,41900,41900,41900,41900,41900,41500,41500,41330.1285782563,0.0322,"flat","T0000155","SD"
52200,52700,52700,52700,44400,51700,51700,51700,51200,50700,50200,49800,49300,48800,47800,47300,46300,45400,44900,44400,43900,43245.5781914725,41900,42221.5711433295,41709.5676192581,41197.5640951866,40685.5605711151,40173.5570470437,39661.5535229722,39149.5499989007,38637.5464748292,38125.5429507578,37613.5394266863,37101.5359026148,36589.5323785434,36077.5288544719,35565.5253304004,35053.521806329,34541.5182822575,24931.3925555393,34687.4572598143,39000,38500,38500,38500,38441.0453669267,38441.0453669267,38500,38617.9092661465,38794.7731653663,0.1377,"downward ramp","T0000155","SD"
40500,40500,41500,41900,41900,41900,41900,41900,41900,41900,42400,42400,42400,42400,42400,42900,42900,42900,43400,43900,43900,43900,44400,44400,44400,44400,43900,43900,43900,43900,43900,43400,43400,43400,43400,43400,43400,42900,42900,42900,42400,42400,42400,42400,42400,41900,42400,42900,42900,43400,0.1105,"flat","T0000155","SD"
39565.8901798491,39485.9684894819,39406.0467991148,40000,39500,39500,39500,39000,39000,39000,39000,39000,39000,38500,39000,38500,38500,38000,38000,38000,37500,37500,37100,37100,37149.2050118394,37126.6692369136,37100,37100,37100,37100,36600,36600,36632.9643157334,36600,36600,36600,36600,36600,36600,36600,36600,36600,36100,35822.1549848592,35873.7614971217,36100,36357.9653239492,36552.4097683937,36600,36417.4026854349,0.1233,"flat","T0000155","SD"
43943.9008719047,43381.849361949,42819.7978519933,42257.7463420377,41695.694832082,41133.6433221263,40571.5918121706,40009.5403022149,39447.4887922592,38885.4372823035,38323.3857723478,37761.3342623921,37199.2827524364,36637.2312424807,36841.1752525707,34100,34951.0767126136,34889.6924839146,34600,35100,34600,35600,35600,35600,35100,35100,35100,35100,35351.9323549823,35600,35600,35600,35600,35600,36187.4403739852,36817.1021996653,36600,35600,36100,36100,36100,36100,36100,36100,36600,36600,36100,36100,35600,36530.2650790602,0.0721,"flat","T0000155","SD"
36100,36100,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,37100,37100,37100,37100,37100,37100,37100,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37100,0.0547,"flat","T0000155","SD"
41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,0.0025,"short","T0000155","SD"
40000,40000,40000,40000,39500,39500,39500,39000,39000,38500,38500,38658.3027787373,38500,38000,38000,38000,38000,37948.1093950017,37833.3055317637,37676.8489026439,37500,37320.6814214251,37143.4641854535,36969.5814158549,36800.2662363989,36636.7517708552,36480.2711429935,36332.0574765834,36193.3438953946,36065.3635231966,35949.3494837593,35846.5349008522,35758.1528982449,35685.4365997072,35629.6191290088,35591.9336099191,35573.613166208,35575.8909216451,35600,35600,35600,36100,36179.1262598694,35876.6838472848,35600,35600,35600,35541.091027836,35391.091027836,35100,0.0701,"flat","T0000155","SD"
39187.6060711523,39153.4958763973,39122.7967011179,39095.5085453139,39071.6314089854,39051.1652921324,39034.110194755,39020.466116853,39010.2330584265,39003.4110194755,39000,39000,39000,39000,39000,38826.4775310628,38515.740409509,38172.7563654822,37902.493129126,37809.9184305841,38000,38500,39081.8220283432,39661.5189360808,40210.6072794666,40700.6036147544,41103.0244981979,41389.3864860509,41531.206134567,41500,41500,41900,41500,41900,41500,41900,41900,41900,41900,41900,41900,41900,41900,41500,41900,41500,41900,41900,41900,41500,0.0343,"flat-z","T0000155","SD"
43773.5646962099,43400,42021.6118277666,42121.6118277666,42900,43400,42900,42900,42400,42400,42400,41900,41900,41900,41900,41900,41900,41900,41900,41500,39000,39500,39000,39500,39000,39000,39000,38937.6906846429,38898.2820254718,38909.7323535649,39000,39000,38500,38500,38500,38500,38500,38500,39000,39500,40600.6956362874,41500,41500,41500,40628.9042309237,39500,39000,39000.5037717321,39500,40598.4886848037,0.0803,"flat-mz","T0000155","SD"
39079.7817016731,39000,39500,40000,40000,40000,39500,39500,39500,39500,39000,39500,39000,39000,39000,39000,38500,38500,39000,38500,38500,38500,38500,38500,38000,37722.1287239173,37750.84512825,37904.1389684577,38000,37908.466241638,37707.7687653385,37528.1869063697,37500,37500,37100,37500,37500,37500,37500,37500,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000.0796034984,0.0844,"flat","T0000155","SD"
38565.4050708565,38500,39000,39500,39500,39500,39500,39500,39000,39000,38500,38500,38000,37500,37100,37100,37100,37100,37100,37100,37100,37500,37500,37500,37500,37500,37500,37500,37500,38000,37500,37500,37500,37500,37371.5133980045,37068.2427286703,36600,36100,36003.1393119293,36100,36100,36100,36100,36100,36100.4431715782,36100.6647573674,36100.6647573674,36100.4431715782,36100,36099.3352426326,0.1239,"flat","T0000155","SD"
38614.6400744779,38449.4604789433,38889.7346005421,37500,37500,38000,37918.1303237125,37500,37232.4455302177,37100,36987.2471539668,36881.2767884016,36794.8052125037,36740.5487354724,36731.2236665071,36779.546314807,36898.2329895716,37100,37384.75160702,37701.1438784728,37985.0208339277,38172.2264929542,38198.6048751218,38000,37500,37100,38000,38000,38000,38000,38500,38817.3823630174,38810.3784118939,38586.9123946975,38254.9085594961,37922.2911543577,37696.9844273503,37686.9126265417,38000,38500,38500,38500,38500,38500,38000,38500,38500,38500,38500,38426.8041390203,0.0875,"flat","T0000155","SD"
39000,38500,39000,39000,39000,39000,38500,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,38500,38500,39000,38500,38500,38500,39000,38500,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,0.045,"flat","T0000155","SD"
39279.8091364832,39267.6583379026,39255.507539322,39243.3567407414,39231.2059421608,40603.5934607502,39500,39000,39000,39000,39000,39000,39000,39000,39000,38500,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,38736.3200457374,38441.5063743279,38500,39000,39000,38500,39000,39000,39000,39000,39000,39151.5189533557,39500,40000,40500,41000,40500,0.0419,"flat","T0000155","SD"
39500,39000,39000,39500,39500,39500,39500,39000,39500,39000,39000,39000,39000,39000,38949.984892506,38858.6568427243,38747.0050896189,38636.0188721537,38546.6874292927,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38441.9341179667,38333.4615878987,38204.0219988473,38083.0549398639,38000,37974.196628098,37984.5837121652,38000,38000,38000,38000,38000,38000.0163442047,38000,37999.9959670144,38000,38000,38000,38000.0016980992,38000.0050942976,38000.0101885951,0.0291,"flat","T0000155","SD"
38500,38500,39000,38500,38500,38500,38500,38500,38500,39000,38500,39000,39000,38500,38500,38500,38500,38500,38500,38500,38492.9793078934,38478.1066445844,38456.372309391,38428.766601631,38396.2798206221,38359.9022656822,38320.6242361291,38279.4360312807,38237.3279504548,38195.2902929691,38154.3133581416,38115.3874452901,38079.5028537323,38047.6498827862,38020.8188317695,38000,38000,38000,38000,38500,38000,38000,38000,37977.6081171699,38000,38067.1756484904,38179.1350626411,38335.8782424521,38537.4051879233,38783.7158990548,0.0184,"flat","T0000155","SD"
39500,39500,39000,39000,38608.6046941858,38000,37644.6385714681,37524.6304443878,37500,37500,37500,37100,37100,37100,37100,37100,37100,36600,41500,41500,40737.6327557039,40751.0634406451,41000,41000,40500,39456.3006532136,38281.5528705227,37500,37500,38000,38270.9598628049,38232.9709934433,38000,37697.891231409,37500,37500,37500,37494.6845423827,37495.1910479414,37498.1020295294,37500,37498.7474361605,37497.3266706346,37500,37500,37500,37500,37100,37100,38373.9937977037,0.1418,"flat-z","T0000155","SD"
37500,37100,37100,37100,37500,36600,37100,37100,37100,37100,36600,37100,37100,37100,37100,37100,37100,37100,37100,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,37100,37100,36600,37500,37500,37500,38901.6448684985,38432.9652913921,38673.5785542432,0.0855,"flat","T0000155","SD"
37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37100,37100,37500,37738.1018260021,37741.1438536064,37585.1349682096,37346.0840552085,37100,36908.8976350919,37231.6761609747,37216.901295769,37202.1264305633,37187.3515653575,37172.5767001518,37157.8018349461,37143.0269697404,36908.5536382376,36980.2385248815,37041.3448353477,37083.9171376994,37100,37100,37100,37100,37500,37500,37500,37500,37500,37500,37496.6847352629,37490.0542057886,37480.1084115771,0.0337,"flat","T0000155","SD"
36603.5305709622,37500,36600,36308.3150685812,36396.5485680746,36630.6245332774,36776.4669989868,36600,36100,36100,36600,36100,36100,36100,36100,36100,36100,36226.2155071207,36424.6648942353,36585.7818342322,36600,36600,37100,37100,37100,37100,37100,37100,36600,37100,36600,36600,36100,36100,36100,36100,36100,36100,36100,36100,36100,36102.9018382508,36111.8963987571,36130.0139845491,36160.2848986573,36205.7394441118,36269.4079239431,36354.3206411813,36463.5078988568,36600,0.0568,"flat","T0000155","SD"
36037.7426879599,36567.1641794,37100,37100,37100,37500,37100,37100,37100,36600,36600,36600,36835.8279817329,37100,37100,37100,37500,37012.9222064822,37007.2093995233,37001.4965925643,36995.7837856054,36990.0709786465,36984.3581716876,36978.6453647286,37668.2059924728,37404.0334381151,37127.6985704306,36854.565915649,36600,36428.362038336,36600,37100,37100,37100,37100,37100,36600,36600,37100,37100,37100,36600,36600,36600,37100,36600,37100,37100,36798.2695153889,36600,0.0537,"flat","T0000155","SD"
37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37100,37100,37100,37500,37100,37500,37100,37500,37500,37100,37500,37500,37500,37500,37100,37100,37100,37555.3341946224,38452.714958026,39562.4286241183,40654.7615268071,41500,41900,41900,41900,41900,41900,41900,42400,41900,41900,41862.8460153762,41900,42400,42900,42400,42900,42400,0.0419,"flat-z","T0000155","SD"
39000,39000,39500,39500,39500,39500,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39500,39000,39000,39000,39500,39500,39500,39500,39500,39500,39500,39500,39500,39000,39500,39500,39500,39500,39500,39500,39500,40000,40000,40000,40000,40000,40500,40500,40000,39500,39000,0.0757,"flat","T0000155","SD"
40318.7316900978,43372.9105633659,44900,45400,45400,45400,45400,45400,45400,44900,44900,44400,44900,43900,43900,43900,43400,42900,42900,43400,42900,42900,42900,42900,42400,42400,41900,41900,41900,41900,41500,41500,41500,41500,41411.4903868331,41252.6826524868,41092.533591897,41000,41000,41000,41000,40845.1521915249,41000,41500,41000,41060.7444245106,41500,41500,40497.191079217,40008.6111873309,0.0563,"flat","T0000155","SD"
35100,35100,35100,35600,35600,35100,35100,35014.2428213097,34779.8603738635,34600,34600,34600,34419.2445902005,34094.0719739972,34833.9105385522,34870.2759605381,34906.6413825239,34943.0068045098,34979.3722264957,34100,35100,35865.2817649654,36279.8202856838,36377.088465851,36190.5592091624,35753.7054193135,35100,34600,35100,35100,35100,35100,35100,35100,35600,35600,35600,35600,35600,35600,36100,35600,36100,36100,36100,36100,36100,36100,36100,35600,0.0768,"flat","T0000155","SD"
35600,35600,35600,35600,35600,35100,35100,35600,35100,35600,35600,35600,35600,35600,35600,35600,35600,35100,34675.1299153467,34525.1963259769,34662.6645736187,35100,35600,35600,36100,36100,36600,37100,36600,37100,37100,37100,37100,37100,37100,37126.6106473784,37100,37100,37500,37500,37500,37100,37100,37500,37500,37500,37500,37500,37100,35874.2778973835,0.0849,"flat","T0000155","SD"
36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36600,36600,36600,36600,36600,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37500,37500,37500,37500,37500,37500,41500,41500,41500,41500,41000,36600,40995.4545454545,0.0721,"flat-mz","T0000155","SD"
36100,36100,36600,36100,36100,36100,36600,36600,42900,36600,36600,36600,36600,37100,37100,37100,37100,37100,37500,37500,37500,39000,38000,38000,38000,41900,41900,41900,41900,41900,41900,41500,41500,41500,41500,41500,41500,38500,38500,38000,37500,37100,37350.3463600082,37998.6428854345,38500,38500,38500,39000,39000,39500,0.0849,"flat-mz","T0000155","SD"
36600.0000079051,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,37100,37100,37100,37100,37100,37100,37100,37100,37100,37500,37500,37500,37500,37500,37500,37500,41500,41900,41900,41900,41900,41900,41900,41900,41900,41500,41900,38000,38000,37500,36600,35907.4138950156,35522.2416850469,0.0517,"flat-mz","T0000155","SD"
41500,41900,41900,41900,41900,41900,41500,40937.1401896319,40326.505853229,39696.4972435362,39075.5146132982,38491.9582152598,37974.228302166,37550.7251267616,37249.8489417913,37100,37100,37100,37100,37500,37100,37500,37500,37500,37500,37500,37500,38000,38000,38000,38000,38000,38000,38500,38500,41900,41900,41900,41900,41900,41900,41900,41900,41500,39658.4901182761,38000,38000,38000,37500,37100,0.0404,"flat-mz","T0000155","SD"
35600,35600,35600,35600,35600,35600,35600,35600,35600,35600,35100,35600,35600,35600,35600,35600,35600,35600,35600,35600,35600,35600,36100,36100,36100,36100,36600,36600,36600,37100,37100,37100,37433.2004118094,38042.6709066067,38814.7861666082,37275.1702560784,37341.4093424181,37407.6484287577,37473.8875150974,37540.1266014371,37606.3656877768,37672.6047741164,38149.7600283495,37500,37500,37100,37100,36600,36600,36100,0.0424,"flat-mz","T0000155","SD"
35600,35600,35600,35600,35600,35600,35600,35600,35600,36100,35600,36100,35600,36100,35600,35600,35600,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36600,36600,36600,36600,36600,37996.0592614978,40083.5527112425,37435.1825525043,37503.6580288292,37572.1335051542,41000,37500,37500,37500,37100,36600,36600,36100,35600,35600,36570.1095707172,39010.3287121515,0.0552,"flat-mz","T0000155","SD"
30804.5152484718,30929.1210482489,31053.7268480261,31178.3326478032,31302.9384475804,31427.5442473575,31552.1500471347,32200,32700,32200,32200,32200,32700,32700,32700,32700,32700,32700,32200,32700,32700,33200,32700,33200,33600,33600,33600,34100,34600,34600,34600,34600,34600,34726.8413053911,35100,35600,35600,35600,35600,36100,36100,36100,36100,36100,35600,35100,35100,35317.9057363604,35417.9057363604,35100,0.0496,"flat","T0000155","SD"
32200,32200,32700,32700,32700,32700,32700,32700,32700,32700,33200,32700,33200,33489.6272493386,33349.5080009282,33134.6347520537,33200,33600,33600,33600,33600,33600,33600,33600,33509.9990497051,33600,34100,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,35100,34600,34600,34600,34600,34600,34600,34600,34600,34100,34100,35692.5497947867,0.0215,"flat","T0000155","SD"
44899.324507965,44400,44297.653553984,43900,42900,42400,42400,41900,41900,41500,40500,40000,40000,40000,39500,39500,39500,39500,39500,40000,39500,40000,40000,40000,40000,40500,40500,41500,41500,41500,41500,41500,41500,41500,41000,41000,41000,41000,41000,41000,41000,41000,41000,41500,41500,41500,41500,41900,41900,41900,0.0901,"flat","T0000155","SD"
35115.4643284249,35100,35100,35100,35100,35100,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34100,34600,34600,34600,34600,34600,34600,35100,34600,34600,35100,35100,35100,35100,35100,35100,35100,35600,35100,35600,35600,35600,35600,35600,35600,35600,35100,0.0706,"flat","T0000155","SD"
